Day,Month,Year,gglAddress,gglCountry,Type   ,Sub Type   ,TotAffected   ,DisasterID
22,7,1995,"Athens, Greece",Greece,Wildfire ,Forest fire ,2014,EmDat:1995-0159
9,8,1987,"Athens, Greece",Greece,Wildfire ,Forest fire ,,EmDat:1987-0145
16,7,1985,"Athens, Greece",Greece,Wildfire ,Forest fire ,,EmDat:1985-0256
13,8,1984,"Athens, Greece",Greece,Wildfire ,Scrub/grassland fire ,200,EmDat:1984-0266
22,7,1984,"Athens, Greece",Greece,Wildfire ,Forest fire ,,EmDat:1984-0265
22,7,1983,"Athens, Greece",Greece,Wildfire ,Forest fire ,,EmDat:1983-0357
0,1,2010,"Saint Georges, Grenada",Grenada,Drought ,Drought ,,EmDat:2010-9077
0,11,1975,"Saint Georges, Grenada",Grenada,Flood ,  ,,EmDat:1975-0124
27,4,1990,"Saint Georges, Grenada",Grenada,Miscellaneous accident ,Fire ,,EmDat:1990-0101
17,7,2005,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,1650,EmDat:2005-0382
8,9,2004,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,60000,EmDat:2004-0462
15,11,1999,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,210,EmDat:1999-0527
26,7,1990,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,1000,EmDat:1990-0046
4,8,1980,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,,EmDat:1980-0305
30,9,1963,"Saint Georges, Grenada",Grenada,Storm ,Tropical cyclone ,,EmDat:1963-0024
21,11,2004,"Basse Terre, Guadeloupe",Guadeloupe,Earthquake (seismic activity) ,Earthquake (ground shaking) ,153,EmDat:2004-0582
0,8,2010,"Basse Terre, Guadeloupe",Guadeloupe,Epidemic ,Viral Infectious Diseases ,33000,EmDat:2010-0436
9,9,1988,"Basse Terre, Guadeloupe",Guadeloupe,Flood ,Storm surge/coastal flood ,,EmDat:1988-0420
29,8,2007,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:2007-0360
17,11,1999,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,899,EmDat:1999-0529
20,9,1998,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1998-0380
3,9,1995,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1995-0192
27,8,1990,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1990-0051
17,9,1989,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,11084,EmDat:1989-0115
0,8,1979,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1979-0128
20,8,1970,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1970-0121
27,9,1966,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,10000,EmDat:1966-0073
22,8,1964,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,10100,EmDat:1964-0046
11,8,1956,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1956-0015
15,9,1928,"Basse Terre, Guadeloupe",Guadeloupe,Storm ,Tropical cyclone ,,EmDat:1928-0015
24,3,2001,"Basse Terre, Guadeloupe",Guadeloupe,Transport Accident ,Air ,,EmDat:2001-0158
6,3,1968,"Basse Terre, Guadeloupe",Guadeloupe,Transport Accident ,Air ,,EmDat:1968-0140
30,8,1976,"Basse Terre, Guadeloupe",Guadeloupe,Volcano ,Volcanic eruption ,75003,EmDat:1976-0058
9,8,1993,"Hagatna, Guam",Guam,Earthquake (seismic activity) ,Earthquake (ground shaking) ,71,EmDat:1993-0049
30,8,2004,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,,EmDat:2004-0445
27,6,2004,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,300,EmDat:2004-0312
8,12,2002,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,11100,EmDat:2002-0753
5,7,2002,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,4044,EmDat:2002-0432
17,12,1997,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,6420,EmDat:1997-0292
28,8,1992,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,5542,EmDat:1992-0344
0,10,1987,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,502,EmDat:1987-0285
0,5,1976,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,,EmDat:1976-0035
0,11,1962,"Hagatna, Guam",Guam,Storm ,Tropical cyclone ,,EmDat:1962-0012
6,8,1997,"Hagatna, Guam",Guam,Transport Accident ,Air ,,EmDat:1997-0169
0,6,2012,"Guatemala City, Guatemala",Guatemala,Drought ,Drought ,266485,EmDat:2012-9355
0,3,2009,"Guatemala City, Guatemala",Guatemala,Drought ,Drought ,2500000,EmDat:2009-9415
0,9,2001,"Guatemala City, Guatemala",Guatemala,Drought ,Drought ,113596,EmDat:2001-9383
0,7,1994,"Guatemala City, Guatemala",Guatemala,Drought ,Drought ,,EmDat:1994-9162
0,0,1987,"Guatemala City, Guatemala",Guatemala,Drought ,Drought ,73000,EmDat:1987-9588
7,11,2012,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1321742,EmDat:2012-0407
19,9,2011,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,400,EmDat:2011-0373
13,1,2001,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,152,EmDat:2001-0023
11,7,1999,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,280,EmDat:1999-0639
18,9,1991,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,23890,EmDat:1991-0230
15,10,1988,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1550,EmDat:1988-0463
3,11,1988,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,500,EmDat:1988-0043
3,2,1986,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,2500,EmDat:1986-0170
11,10,1985,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,5000,EmDat:1985-0120
0,0,1982,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1982-0398
9,10,1979,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,2040,EmDat:1979-0094
4,2,1976,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,4993000,EmDat:1976-0024
29,12,1917,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1917-0009
18,4,1902,"Guatemala City, Guatemala",Guatemala,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1902-0012
0,7,2002,"Guatemala City, Guatemala",Guatemala,Epidemic ,Viral Infectious Diseases ,2042,EmDat:2002-0516
4,11,1998,"Guatemala City, Guatemala",Guatemala,Epidemic ,Bacterial Infectious Diseases ,1345,EmDat:1998-0370
0,1,1995,"Guatemala City, Guatemala",Guatemala,Epidemic ,Viral Infectious Diseases ,3402,EmDat:1995-0313
0,1,1992,"Guatemala City, Guatemala",Guatemala,Epidemic ,Bacterial Infectious Diseases ,,EmDat:1992-0459
0,7,1991,"Guatemala City, Guatemala",Guatemala,Epidemic ,Bacterial Infectious Diseases ,26800,EmDat:1991-0671
0,1,1990,"Guatemala City, Guatemala",Guatemala,Epidemic ,Viral Infectious Diseases ,,EmDat:1990-0569
0,6,1969,"Guatemala City, Guatemala",Guatemala,Epidemic ,Viral Infectious Diseases ,8,EmDat:1969-0072
0,12,2011,"Guatemala City, Guatemala",Guatemala,Extreme temperature ,Cold wave ,2643,EmDat:2011-0513
0,11,2006,"Guatemala City, Guatemala",Guatemala,Extreme temperature ,Cold wave ,,EmDat:2006-0709
0,11,2001,"Guatemala City, Guatemala",Guatemala,Extreme temperature ,Cold wave ,1850,EmDat:2001-0753
18,7,2011,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,,EmDat:2011-0589
12,10,2011,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,528753,EmDat:2011-0386
29,8,2011,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,6075,EmDat:2011-0338
27,8,2010,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,3270,EmDat:2010-0442
19,6,2009,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,10800,EmDat:2009-0234
22,10,2008,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,180000,EmDat:2008-0484
2,7,2008,"Guatemala City, Guatemala",Guatemala,Flood ,General Flood ,17300,EmDat:2008-0268
12,10,2007,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,1440,EmDat:2007-0503
22,9,2007,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,656,EmDat:2007-0468
3,10,2005,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,,EmDat:2005-0593
4,2,2002,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,98740,EmDat:2002-0103
15,9,2000,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,462,EmDat:2000-0609
6,6,2000,"Guatemala City, Guatemala",Guatemala,Flood ,General flood ,2524,EmDat:2000-0299
1,9,1999,"Guatemala City, Guatemala",Guatemala,Flood ,  ,6023,EmDat:1999-0361
9,8,1995,"Guatemala City, Guatemala",Guatemala,Flood ,  ,7435,EmDat:1995-0172
27,9,1994,"Guatemala City, Guatemala",Guatemala,Flood ,  ,600,EmDat:1994-0337
0,0,1989,"Guatemala City, Guatemala",Guatemala,Flood ,  ,,EmDat:1989-0565
8,9,1988,"Guatemala City, Guatemala",Guatemala,Flood ,  ,6000,EmDat:1988-0418
30,9,1987,"Guatemala City, Guatemala",Guatemala,Flood ,  ,6515,EmDat:1987-0170
20,9,1982,"Guatemala City, Guatemala",Guatemala,Flood ,  ,20256,EmDat:1982-0103
0,6,1973,"Guatemala City, Guatemala",Guatemala,Flood ,  ,1000,EmDat:1973-0027
0,10,1949,"Guatemala City, Guatemala",Guatemala,Flood ,  ,,EmDat:1949-0012
5,1,1991,"Guatemala City, Guatemala",Guatemala,Industrial Accident ,Explosion ,,EmDat:1991-0557
4,1,2009,"Guatemala City, Guatemala",Guatemala,Mass Movement Dry ,Landslide ,3028,EmDat:2009-0003
6,1,1991,"Guatemala City, Guatemala",Guatemala,Mass movement dry ,Rockfall ,,EmDat:1991-0046
20,9,2011,"Guatemala City, Guatemala",Guatemala,Mass Movement Wet ,Landslide ,,EmDat:2011-0366
4,9,2010,"Guatemala City, Guatemala",Guatemala,Mass Movement Wet ,Landslide ,50696,EmDat:2010-0459
20,6,2008,"Guatemala City, Guatemala",Guatemala,Mass Movement Wet ,Landslide ,,EmDat:2008-0247
12,7,2005,"Guatemala City, Guatemala",Guatemala,Mass movement wet ,Landslide ,1005,EmDat:2005-0368
15,6,2005,"Guatemala City, Guatemala",Guatemala,Mass movement wet ,Landslide ,1535,EmDat:2005-0319
23,4,2003,"Guatemala City, Guatemala",Guatemala,Mass movement wet ,Landslide ,220,EmDat:2003-0191
13,9,2002,"Guatemala City, Guatemala",Guatemala,Mass movement wet ,Landslide ,474,EmDat:2002-0583
26,8,1998,"Guatemala City, Guatemala",Guatemala,Mass movement wet ,Landslide ,8,EmDat:1998-0275
20,11,2006,"Guatemala City, Guatemala",Guatemala,Miscellaneous accident ,Fire ,4,EmDat:2006-0633
3,12,1999,"Guatemala City, Guatemala",Guatemala,Miscellaneous accident ,Explosion ,200,EmDat:1999-0663
16,10,1996,"Guatemala City, Guatemala",Guatemala,Miscellaneous accident ,Other ,150,EmDat:1996-0440
17,1,1968,"Guatemala City, Guatemala",Guatemala,Miscellaneous accident ,Fire ,290,EmDat:1968-0025
14,7,1960,"Guatemala City, Guatemala",Guatemala,Miscellaneous accident ,Fire ,1900,EmDat:1960-0023
20,7,2011,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,,EmDat:2011-0267
25,9,2010,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,,EmDat:2010-0503
27,6,2010,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,2180,EmDat:2010-0260
28,5,2010,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,397962,EmDat:2010-0211
21,7,2008,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,,EmDat:2008-0304
4,9,2007,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,3905,EmDat:2007-0439
1,10,2005,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,475314,EmDat:2005-0567
20,9,2002,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,1500,EmDat:2002-0849
8,10,2001,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,6446,EmDat:2001-0570
26,10,1998,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,105700,EmDat:1998-0371
28,7,1996,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,,EmDat:1996-0172
5,9,1969,"Guatemala City, Guatemala",Guatemala,Storm ,Tropical cyclone ,10200,EmDat:1969-0091
8,1,2011,"Guatemala City, Guatemala",Guatemala,Transport accident ,Road ,50,EmDat:2011-0032
28,11,2010,"Guatemala City, Guatemala",Guatemala,Transport accident ,Road ,,EmDat:2010-0617
24,8,2008,"Guatemala City, Guatemala",Guatemala,Transport accident ,Road ,4,EmDat:2008-0358
29,2,2008,"Guatemala City, Guatemala",Guatemala,Transport accident ,Road ,25,EmDat:2008-0085
14,8,2006,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,40,EmDat:2006-0538
9,10,2006,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,5,EmDat:2006-0537
0,1,2004,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,14,EmDat:2004-0047
11,1,2004,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,35,EmDat:2004-0046
4,2,2004,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,30,EmDat:2004-0045
29,9,2002,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,3,EmDat:2002-0631
19,7,2002,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,3,EmDat:2002-0443
20,3,2001,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,20,EmDat:2001-0118
10,2,2001,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,32,EmDat:2001-0070
27,2,2001,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,20,EmDat:2001-0069
16,10,2000,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,50,EmDat:2000-0667
15,4,2000,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,45,EmDat:2000-0201
9,10,1999,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Water ,,EmDat:1999-0708
21,12,1999,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Air ,44,EmDat:1999-0565
12,11,1999,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,,EmDat:1999-0454
5,10,1999,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,30,EmDat:1999-0382
4,6,1997,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,,EmDat:1997-0424
4,11,1996,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Air ,,EmDat:1996-0259
10,5,1990,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Road ,,EmDat:1990-0522
5,5,1990,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Air ,,EmDat:1990-0472
0,1,1989,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Water ,,EmDat:1989-0328
18,1,1986,"Guatemala City, Guatemala",Guatemala,Transport Accident ,Air ,,EmDat:1986-0303
13,9,2012,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,10000,EmDat:2012-0356
27,5,2010,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,1800,EmDat:2010-0220
13,2,2002,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,,EmDat:2002-0087
16,1,2000,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,800,EmDat:2000-0008
20,5,1998,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,600,EmDat:1998-0170
11,11,1996,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,743,EmDat:1996-0262
8,1,1992,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,5000,EmDat:1992-0094
21,1,1987,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,3035,EmDat:1987-0051
6,7,1984,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,3000,EmDat:1984-0372
6,7,1983,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,3500,EmDat:1983-0093
0,0,1929,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,,EmDat:1929-0005
24,10,1902,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,,EmDat:1902-0010
8,4,1902,"Guatemala City, Guatemala",Guatemala,Volcano ,Volcanic eruption ,,EmDat:1902-0003
0,3,2003,"Guatemala City, Guatemala",Guatemala,Wildfire ,Forest fire ,,EmDat:2003-0764
0,5,1987,"Guatemala City, Guatemala",Guatemala,Wildfire ,Forest fire ,,EmDat:1987-0088
0,2,1998,"Conakry, Guinea",Guinea,Drought ,Drought ,,EmDat:1998-9330
0,2,1981,"Conakry, Guinea",Guinea,Drought ,Drought ,,EmDat:1980-9114
22,12,1983,"Conakry, Guinea",Guinea,Earthquake (seismic activity) ,Earthquake (ground shaking) ,21436,EmDat:1983-0161
2,2,2012,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,5523,EmDat:2012-0287
0,1,2007,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,2410,EmDat:2007-0423
0,1,2006,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,173,EmDat:2006-0324
1,1,2006,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,125,EmDat:2006-0185
11,4,2005,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,1884,EmDat:2005-0484
0,6,2004,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,1092,EmDat:2004-0437
1,1,2003,"Conakry, Guinea",Guinea,Epidemic ,Viral Infectious Diseases ,43,EmDat:2003-0055
0,1,2002,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,123,EmDat:2002-0257
6,8,2001,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,143,EmDat:2001-0518
12,10,2000,"Conakry, Guinea",Guinea,Epidemic ,Viral Infectious Diseases ,322,EmDat:2000-0693
0,9,1999,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,123,EmDat:1999-0480
24,6,1994,"Conakry, Guinea",Guinea,Epidemic ,Bacterial Infectious Diseases ,24000,EmDat:1994-0621
0,2,1987,"Conakry, Guinea",Guinea,Epidemic ,  ,30,EmDat:1987-0055
0,9,2011,"Conakry, Guinea",Guinea,Flood ,General Flood ,20143,EmDat:2011-0463
15,9,2010,"Conakry, Guinea",Guinea,Flood ,General Flood ,40411,EmDat:2010-0526
6,7,2010,"Conakry, Guinea",Guinea,Flood ,General Flood ,7615,EmDat:2010-0346
3,8,2009,"Conakry, Guinea",Guinea,Flood ,General Flood ,40000,EmDat:2009-0308
0,7,2008,"Conakry, Guinea",Guinea,Flood ,General Flood ,4200,EmDat:2008-0364
0,9,2007,"Conakry, Guinea",Guinea,Flood ,General flood ,20685,EmDat:2007-0515
31,8,2006,"Conakry, Guinea",Guinea,Flood ,General flood ,1200,EmDat:2006-0531
18,8,2001,"Conakry, Guinea",Guinea,Flood ,General flood ,220000,EmDat:2001-0549
12,8,1993,"Conakry, Guinea",Guinea,Flood ,  ,6066,EmDat:1993-0048
0,9,1981,"Conakry, Guinea",Guinea,Flood ,  ,5000,EmDat:1981-0124
7,5,2009,"Conakry, Guinea",Guinea,Industrial Accident ,Collapse ,,EmDat:2009-0164
13,11,2008,"Conakry, Guinea",Guinea,Industrial Accident ,Collapse ,,EmDat:2008-0539
9,3,2001,"Conakry, Guinea",Guinea,Miscellaneous accident ,Explosion ,,EmDat:2001-0116
11,6,2000,"Conakry, Guinea",Guinea,Storm ,Local storm ,,EmDat:2000-0312
22,12,2012,"Conakry, Guinea",Guinea,Transport accident ,Road ,,EmDat:2012-0487
31,8,2012,"Conakry, Guinea",Guinea,Transport accident ,Water ,27,EmDat:2012-0437
24,8,2012,"Conakry, Guinea",Guinea,Transport accident ,Road ,,EmDat:2012-0317
3,3,2012,"Conakry, Guinea",Guinea,Transport accident ,Road ,27,EmDat:2012-0061
0,12,2011,"Conakry, Guinea",Guinea,Transport accident ,Road ,47,EmDat:2011-0662
28,10,2011,"Conakry, Guinea",Guinea,Transport accident ,Road ,,EmDat:2011-0441
29,11,2010,"Conakry, Guinea",Guinea,Transport accident ,Road ,9,EmDat:2010-0614
14,3,2008,"Conakry, Guinea",Guinea,Transport accident ,Water ,20,EmDat:2008-0112
28,3,2007,"Conakry, Guinea",Guinea,Transport Accident ,Water ,,EmDat:2007-0125
19,3,2007,"Conakry, Guinea",Guinea,Transport Accident ,Road ,15,EmDat:2007-0096
23,12,2006,"Conakry, Guinea",Guinea,Transport Accident ,Road ,10,EmDat:2006-0685
25,5,2006,"Conakry, Guinea",Guinea,Transport Accident ,Road ,10,EmDat:2006-0286
4,1,2006,"Conakry, Guinea",Guinea,Transport Accident ,Road ,30,EmDat:2006-0010
2,9,2005,"Conakry, Guinea",Guinea,Transport Accident ,Road ,15,EmDat:2005-0493
15,9,2004,"Conakry, Guinea",Guinea,Transport Accident ,Road ,34,EmDat:2004-0475
23,5,2004,"Conakry, Guinea",Guinea,Transport Accident ,Road ,16,EmDat:2004-0238
15,8,2002,"Conakry, Guinea",Guinea,Transport Accident ,Road ,1,EmDat:2002-0507
20,4,2002,"Conakry, Guinea",Guinea,Transport Accident ,Road ,10,EmDat:2002-0226
23,4,2001,"Conakry, Guinea",Guinea,Transport Accident ,Road ,17,EmDat:2001-0167
25,3,2001,"Conakry, Guinea",Guinea,Transport Accident ,Water ,,EmDat:2001-0142
3,3,2001,"Conakry, Guinea",Guinea,Transport Accident ,Road ,20,EmDat:2001-0114
4,3,2001,"Conakry, Guinea",Guinea,Transport Accident ,Road ,6,EmDat:2001-0080
26,11,2000,"Conakry, Guinea",Guinea,Transport Accident ,Road ,6,EmDat:2000-0781
0,5,2000,"Conakry, Guinea",Guinea,Transport Accident ,Road ,,EmDat:2000-0347
22,6,2000,"Conakry, Guinea",Guinea,Transport Accident ,Road ,10,EmDat:2000-0346
6,10,1999,"Conakry, Guinea",Guinea,Transport Accident ,Road ,25,EmDat:1999-0389
0,7,1995,"Conakry, Guinea",Guinea,Transport Accident ,Water ,,EmDat:1995-0417
15,4,1992,"Conakry, Guinea",Guinea,Transport Accident ,Water ,,EmDat:1992-0260
0,3,1989,"Conakry, Guinea",Guinea,Transport Accident ,Road ,,EmDat:1989-0387
10,1,2004,"Conakry, Guinea",Guinea,Wildfire ,Scrub/grassland fire ,777,EmDat:2004-0738
0,5,2006,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,32000,EmDat:2006-9233
0,5,2002,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,100000,EmDat:2002-9332
0,0,1982,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,,EmDat:1980-9114
0,0,1972,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,,EmDat:1969-9006
0,0,1940,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,,EmDat:1940-9002
0,0,1910,"Bissau, Guinea-Bissau",Guinea-Bissau,Drought ,Drought ,,EmDat:1910-9006
0,5,2008,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,14004,EmDat:2008-0446
6,6,2005,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,25111,EmDat:2005-0373
0,10,2004,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,199,EmDat:2004-0736
0,1,1999,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,2169,EmDat:1999-0481
0,1,1997,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,22299,EmDat:1997-0204
0,10,1996,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,26967,EmDat:1996-0443
4,11,1994,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,8631,EmDat:1994-0622
25,9,1987,"Bissau, Guinea-Bissau",Guinea-Bissau,Epidemic ,Bacterial Infectious Diseases ,6000,EmDat:1987-0165
0,8,2010,"Bissau, Guinea-Bissau",Guinea-Bissau,Flood ,General Flood ,56792,EmDat:2010-0455
0,7,2008,"Bissau, Guinea-Bissau",Guinea-Bissau,Flood ,General Flood ,750,EmDat:2008-0366
27,9,2004,"Bissau, Guinea-Bissau",Guinea-Bissau,Flood ,General flood ,1000,EmDat:2004-0494
0,10,2003,"Bissau, Guinea-Bissau",Guinea-Bissau,Flood ,General flood ,,EmDat:2003-0523
14,10,1995,"Bissau, Guinea-Bissau",Guinea-Bissau,Industrial Accident ,Explosion ,,EmDat:1995-0257
0,0,1987,"Bissau, Guinea-Bissau",Guinea-Bissau,Insect infestation ,Grasshopper ,,EmDat:1987-0015
0,6,1986,"Bissau, Guinea-Bissau",Guinea-Bissau,Insect infestation ,Grasshopper ,,EmDat:1986-0073
0,10,1978,"Bissau, Guinea-Bissau",Guinea-Bissau,Insect infestation ,Locust ,,EmDat:1978-0148
19,2,2006,"Bissau, Guinea-Bissau",Guinea-Bissau,Miscellaneous accident ,Fire ,400,EmDat:2006-0102
19,4,1992,"Bissau, Guinea-Bissau",Guinea-Bissau,Miscellaneous accident ,Fire ,2000,EmDat:1992-0235
23,3,1989,"Bissau, Guinea-Bissau",Guinea-Bissau,Miscellaneous accident ,Fire ,2625,EmDat:1989-0018
10,9,1993,"Bissau, Guinea-Bissau",Guinea-Bissau,Storm ,Tropical cyclone ,1722,EmDat:1993-0507
1,7,1987,"Bissau, Guinea-Bissau",Guinea-Bissau,Storm ,Tropical cyclone ,3703,EmDat:1987-0118
28,12,2012,"Bissau, Guinea-Bissau",Guinea-Bissau,Transport accident ,Water ,,EmDat:2012-0481
25,4,2010,"Bissau, Guinea-Bissau",Guinea-Bissau,Transport accident ,Road ,,EmDat:2010-0189
12,1,2009,"Bissau, Guinea-Bissau",Guinea-Bissau,Transport accident ,Water ,,EmDat:2009-0025
11,1,2009,"Bissau, Guinea-Bissau",Guinea-Bissau,Transport accident ,Water ,3,EmDat:2009-0024
