Item,Disaster Type,Month,gglCountry,PersonsPerItem
BlanketGen,DEFAULT,9,Ireland,0.89
BlanketGen,DEFAULT,10,Ireland,0.77
BlanketGen,DEFAULT,11,Ireland,0.66
BlanketGen,DEFAULT,12,Ireland,0.62
BlanketGen,DEFAULT,1,Israel,0.74
BlanketGen,DEFAULT,2,Israel,0.75
BlanketGen,DEFAULT,3,Israel,0.84
BlanketGen,DEFAULT,4,Israel,1.09
BlanketGen,DEFAULT,5,Israel,1.54
BlanketGen,DEFAULT,6,Israel,2.39
BlanketGen,DEFAULT,7,Israel,4.09
BlanketGen,DEFAULT,8,Israel,4.59
BlanketGen,DEFAULT,9,Israel,2.92
BlanketGen,DEFAULT,10,Israel,1.79
BlanketGen,DEFAULT,11,Israel,1.09
BlanketGen,DEFAULT,12,Israel,0.82
BlanketGen,DEFAULT,1,Italy,0.58
BlanketGen,DEFAULT,2,Italy,0.6
BlanketGen,DEFAULT,3,Italy,0.65
BlanketGen,DEFAULT,4,Italy,0.75
BlanketGen,DEFAULT,5,Italy,0.98
BlanketGen,DEFAULT,6,Italy,1.36
BlanketGen,DEFAULT,7,Italy,1.89
BlanketGen,DEFAULT,8,Italy,1.92
BlanketGen,DEFAULT,9,Italy,1.4
BlanketGen,DEFAULT,10,Italy,0.97
BlanketGen,DEFAULT,11,Italy,0.73
BlanketGen,DEFAULT,12,Italy,0.62
BlanketGen,DEFAULT,1,Jamaica,3.81
BlanketGen,DEFAULT,2,Jamaica,4.02
BlanketGen,DEFAULT,3,Jamaica,4.69
BlanketGen,DEFAULT,4,Jamaica,6.43
BlanketGen,DEFAULT,5,Jamaica,14.06
BlanketGen,DEFAULT,6,Jamaica,112.5
BlanketGen,DEFAULT,7,Jamaica,45
BlanketGen,DEFAULT,8,Jamaica,112.5
BlanketGen,DEFAULT,9,Jamaica,25
BlanketGen,DEFAULT,10,Jamaica,20.45
BlanketGen,DEFAULT,11,Jamaica,7.26
BlanketGen,DEFAULT,12,Jamaica,5
BlanketGen,DEFAULT,1,Japan,0.53
BlanketGen,DEFAULT,2,Japan,0.53
BlanketGen,DEFAULT,3,Japan,0.6
BlanketGen,DEFAULT,4,Japan,0.78
BlanketGen,DEFAULT,5,Japan,1.08
BlanketGen,DEFAULT,6,Japan,1.72
BlanketGen,DEFAULT,7,Japan,3.88
BlanketGen,DEFAULT,8,Japan,5.63
BlanketGen,DEFAULT,9,Japan,2.21
BlanketGen,DEFAULT,10,Japan,1.08
BlanketGen,DEFAULT,11,Japan,0.75
BlanketGen,DEFAULT,12,Japan,0.59
BlanketGen,DEFAULT,1,Jordan,0.64
BlanketGen,DEFAULT,2,Jordan,0.69
BlanketGen,DEFAULT,3,Jordan,0.82
BlanketGen,DEFAULT,4,Jordan,1.14
BlanketGen,DEFAULT,5,Jordan,1.67
BlanketGen,DEFAULT,6,Jordan,2.74
BlanketGen,DEFAULT,7,Jordan,4.89
BlanketGen,DEFAULT,8,Jordan,5.23
BlanketGen,DEFAULT,9,Jordan,3
BlanketGen,DEFAULT,10,Jordan,1.57
BlanketGen,DEFAULT,11,Jordan,0.93
BlanketGen,DEFAULT,12,Jordan,0.71
BlanketGen,DEFAULT,1,Kazakhstan,0.3
BlanketGen,DEFAULT,2,Kazakhstan,0.3
BlanketGen,DEFAULT,3,Kazakhstan,0.37
BlanketGen,DEFAULT,4,Kazakhstan,0.55
BlanketGen,DEFAULT,5,Kazakhstan,0.8
BlanketGen,DEFAULT,6,Kazakhstan,1.2
BlanketGen,DEFAULT,7,Kazakhstan,1.56
BlanketGen,DEFAULT,8,Kazakhstan,1.2
BlanketGen,DEFAULT,9,Kazakhstan,0.77
BlanketGen,DEFAULT,10,Kazakhstan,0.53
BlanketGen,DEFAULT,11,Kazakhstan,0.4
BlanketGen,DEFAULT,12,Kazakhstan,0.33
BlanketGen,DEFAULT,1,Kenya,1.58
BlanketGen,DEFAULT,2,Kenya,1.68
BlanketGen,DEFAULT,3,Kenya,1.86
BlanketGen,DEFAULT,4,Kenya,1.99
BlanketGen,DEFAULT,5,Kenya,1.79
BlanketGen,DEFAULT,6,Kenya,1.52
BlanketGen,DEFAULT,7,Kenya,1.41
BlanketGen,DEFAULT,8,Kenya,1.41
BlanketGen,DEFAULT,9,Kenya,1.45
BlanketGen,DEFAULT,10,Kenya,1.63
BlanketGen,DEFAULT,11,Kenya,1.72
BlanketGen,DEFAULT,12,Kenya,1.65
BlanketGen,DEFAULT,1,Kiribati,1E+15
BlanketGen,DEFAULT,2,Kiribati,1E+15
BlanketGen,DEFAULT,3,Kiribati,1E+15
BlanketGen,DEFAULT,4,Kiribati,1E+15
BlanketGen,DEFAULT,5,Kiribati,1E+15
BlanketGen,DEFAULT,6,Kiribati,1E+15
BlanketGen,DEFAULT,7,Kiribati,1E+15
BlanketGen,DEFAULT,8,Kiribati,1E+15
BlanketGen,DEFAULT,9,Kiribati,1E+15
BlanketGen,DEFAULT,10,Kiribati,1E+15
BlanketGen,DEFAULT,11,Kiribati,1E+15
BlanketGen,DEFAULT,12,Kiribati,1E+15
BlanketGen,DEFAULT,1,Kuwait,0.75
BlanketGen,DEFAULT,2,Kuwait,0.83
BlanketGen,DEFAULT,3,Kuwait,1.17
BlanketGen,DEFAULT,4,Kuwait,2.32
BlanketGen,DEFAULT,5,Kuwait,1E+15
BlanketGen,DEFAULT,6,Kuwait,1E+15
BlanketGen,DEFAULT,7,Kuwait,1E+15
BlanketGen,DEFAULT,8,Kuwait,1E+15
BlanketGen,DEFAULT,9,Kuwait,1E+15
BlanketGen,DEFAULT,10,Kuwait,3.13
BlanketGen,DEFAULT,11,Kuwait,1.24
BlanketGen,DEFAULT,12,Kuwait,0.83
BlanketGen,DEFAULT,1,Kyrgyzstan,0.33
BlanketGen,DEFAULT,2,Kyrgyzstan,0.35
BlanketGen,DEFAULT,3,Kyrgyzstan,0.45
BlanketGen,DEFAULT,4,Kyrgyzstan,0.6
BlanketGen,DEFAULT,5,Kyrgyzstan,0.76
BlanketGen,DEFAULT,6,Kyrgyzstan,0.97
BlanketGen,DEFAULT,7,Kyrgyzstan,1.17
BlanketGen,DEFAULT,8,Kyrgyzstan,1.03
BlanketGen,DEFAULT,9,Kyrgyzstan,0.74
BlanketGen,DEFAULT,10,Kyrgyzstan,0.55
BlanketGen,DEFAULT,11,Kyrgyzstan,0.43
BlanketGen,DEFAULT,12,Kyrgyzstan,0.36
BlanketGen,DEFAULT,1,Laos,1.76
BlanketGen,DEFAULT,2,Laos,1.56
BlanketGen,DEFAULT,3,Laos,2.27
BlanketGen,DEFAULT,4,Laos,5
BlanketGen,DEFAULT,5,Laos,10.71
BlanketGen,DEFAULT,6,Laos,17.31
BlanketGen,DEFAULT,7,Laos,13.24
BlanketGen,DEFAULT,8,Laos,12.5
BlanketGen,DEFAULT,9,Laos,7.5
BlanketGen,DEFAULT,10,Laos,3.52
BlanketGen,DEFAULT,11,Laos,2.03
BlanketGen,DEFAULT,12,Laos,1.32
BlanketGen,DEFAULT,1,Latvia,0.43
BlanketGen,DEFAULT,2,Latvia,0.42
BlanketGen,DEFAULT,3,Latvia,0.47
BlanketGen,DEFAULT,4,Latvia,0.54
BlanketGen,DEFAULT,5,Latvia,0.71
BlanketGen,DEFAULT,6,Latvia,0.93
BlanketGen,DEFAULT,7,Latvia,1.14
BlanketGen,DEFAULT,8,Latvia,1.13
BlanketGen,DEFAULT,9,Latvia,0.85
BlanketGen,DEFAULT,10,Latvia,0.66
BlanketGen,DEFAULT,11,Latvia,0.54
BlanketGen,DEFAULT,12,Latvia,0.46
BlanketGen,DEFAULT,1,Lebanon,0.64
BlanketGen,DEFAULT,2,Lebanon,0.65
BlanketGen,DEFAULT,3,Lebanon,0.69
BlanketGen,DEFAULT,4,Lebanon,0.83
BlanketGen,DEFAULT,5,Lebanon,1.1
BlanketGen,DEFAULT,6,Lebanon,1.58
BlanketGen,DEFAULT,7,Lebanon,2.5
BlanketGen,DEFAULT,8,Lebanon,2.74
BlanketGen,DEFAULT,9,Lebanon,1.76
BlanketGen,DEFAULT,10,Lebanon,1.21
BlanketGen,DEFAULT,11,Lebanon,0.94
BlanketGen,DEFAULT,12,Lebanon,0.72
BlanketGen,DEFAULT,1,Lesotho,1.24
BlanketGen,DEFAULT,2,Lesotho,1.17
BlanketGen,DEFAULT,3,Lesotho,1.02
BlanketGen,DEFAULT,4,Lesotho,0.76
BlanketGen,DEFAULT,5,Lesotho,0.61
BlanketGen,DEFAULT,6,Lesotho,0.52
BlanketGen,DEFAULT,7,Lesotho,0.52
BlanketGen,DEFAULT,8,Lesotho,0.57
BlanketGen,DEFAULT,9,Lesotho,0.71
BlanketGen,DEFAULT,10,Lesotho,0.83
BlanketGen,DEFAULT,11,Lesotho,0.95
BlanketGen,DEFAULT,12,Lesotho,1.09
BlanketGen,DEFAULT,1,Liberia,6.08
BlanketGen,DEFAULT,2,Liberia,8.04
BlanketGen,DEFAULT,3,Liberia,10.71
BlanketGen,DEFAULT,4,Liberia,14.06
BlanketGen,DEFAULT,5,Liberia,12.5
BlanketGen,DEFAULT,6,Liberia,9.38
BlanketGen,DEFAULT,7,Liberia,7.76
BlanketGen,DEFAULT,8,Liberia,6.25
BlanketGen,DEFAULT,9,Liberia,7.5
BlanketGen,DEFAULT,10,Liberia,8.33
BlanketGen,DEFAULT,11,Liberia,8.65
BlanketGen,DEFAULT,12,Liberia,6.25
BlanketGen,DEFAULT,1,Libya,0.73
BlanketGen,DEFAULT,2,Libya,0.78
BlanketGen,DEFAULT,3,Libya,0.9
BlanketGen,DEFAULT,4,Libya,1.15
BlanketGen,DEFAULT,5,Libya,1.72
BlanketGen,DEFAULT,6,Libya,2.92
BlanketGen,DEFAULT,7,Libya,4.5
BlanketGen,DEFAULT,8,Libya,5.23
BlanketGen,DEFAULT,9,Libya,3.31
BlanketGen,DEFAULT,10,Libya,1.8
BlanketGen,DEFAULT,11,Libya,1.09
BlanketGen,DEFAULT,12,Libya,0.8
BlanketGen,DEFAULT,1,Lithuania,0.41
BlanketGen,DEFAULT,2,Lithuania,0.4
BlanketGen,DEFAULT,3,Lithuania,0.46
BlanketGen,DEFAULT,4,Lithuania,0.56
BlanketGen,DEFAULT,5,Lithuania,0.73
BlanketGen,DEFAULT,6,Lithuania,0.93
BlanketGen,DEFAULT,7,Lithuania,1.07
BlanketGen,DEFAULT,8,Lithuania,1.02
BlanketGen,DEFAULT,9,Lithuania,0.8
BlanketGen,DEFAULT,10,Lithuania,0.63
BlanketGen,DEFAULT,11,Lithuania,0.52
BlanketGen,DEFAULT,12,Lithuania,0.44
BlanketGen,DEFAULT,1,Luxembourg,0.48
BlanketGen,DEFAULT,2,Luxembourg,0.48
BlanketGen,DEFAULT,3,Luxembourg,0.54
BlanketGen,DEFAULT,4,Luxembourg,0.61
BlanketGen,DEFAULT,5,Luxembourg,0.76
BlanketGen,DEFAULT,6,Luxembourg,0.94
BlanketGen,DEFAULT,7,Luxembourg,1.09
BlanketGen,DEFAULT,8,Luxembourg,1.06
BlanketGen,DEFAULT,9,Luxembourg,0.88
BlanketGen,DEFAULT,10,Luxembourg,0.7
BlanketGen,DEFAULT,11,Luxembourg,0.57
BlanketGen,DEFAULT,12,Luxembourg,0.51
BlanketGen,DEFAULT,1,Macau,1.11
BlanketGen,DEFAULT,2,Macau,1.11
BlanketGen,DEFAULT,3,Macau,1.58
BlanketGen,DEFAULT,4,Macau,3.13
BlanketGen,DEFAULT,5,Macau,112.5
BlanketGen,DEFAULT,6,Macau,1E+15
BlanketGen,DEFAULT,7,Macau,1E+15
BlanketGen,DEFAULT,8,Macau,1E+15
BlanketGen,DEFAULT,9,Macau,1E+15
BlanketGen,DEFAULT,10,Macau,7.03
BlanketGen,DEFAULT,11,Macau,2.01
BlanketGen,DEFAULT,12,Macau,1.24
BlanketGen,DEFAULT,1,Macedonia (FYROM),0.47
BlanketGen,DEFAULT,2,Macedonia (FYROM),0.5
BlanketGen,DEFAULT,3,Macedonia (FYROM),0.57
BlanketGen,DEFAULT,4,Macedonia (FYROM),0.69
BlanketGen,DEFAULT,5,Macedonia (FYROM),0.91
BlanketGen,DEFAULT,6,Macedonia (FYROM),1.24
BlanketGen,DEFAULT,7,Macedonia (FYROM),1.5
BlanketGen,DEFAULT,8,Macedonia (FYROM),1.46
BlanketGen,DEFAULT,9,Macedonia (FYROM),1.04
BlanketGen,DEFAULT,10,Macedonia (FYROM),0.77
BlanketGen,DEFAULT,11,Macedonia (FYROM),0.58
BlanketGen,DEFAULT,12,Macedonia (FYROM),0.5
BlanketGen,DEFAULT,1,Madagascar,3.81
BlanketGen,DEFAULT,2,Madagascar,3.81
BlanketGen,DEFAULT,3,Madagascar,3.36
BlanketGen,DEFAULT,4,Madagascar,2.59
BlanketGen,DEFAULT,5,Madagascar,1.83
BlanketGen,DEFAULT,6,Madagascar,1.44
BlanketGen,DEFAULT,7,Madagascar,1.33
BlanketGen,DEFAULT,8,Madagascar,1.35
BlanketGen,DEFAULT,9,Madagascar,1.5
BlanketGen,DEFAULT,10,Madagascar,1.91
BlanketGen,DEFAULT,11,Madagascar,2.53
BlanketGen,DEFAULT,12,Madagascar,3.26
BlanketGen,DEFAULT,1,Malawi,2.32
BlanketGen,DEFAULT,2,Malawi,2.23
BlanketGen,DEFAULT,3,Malawi,2.08
BlanketGen,DEFAULT,4,Malawi,1.68
BlanketGen,DEFAULT,5,Malawi,1.22
BlanketGen,DEFAULT,6,Malawi,0.99
BlanketGen,DEFAULT,7,Malawi,0.95
BlanketGen,DEFAULT,8,Malawi,1.05
BlanketGen,DEFAULT,9,Malawi,1.35
BlanketGen,DEFAULT,10,Malawi,1.91
BlanketGen,DEFAULT,11,Malawi,2.42
BlanketGen,DEFAULT,12,Malawi,2.42
BlanketGen,DEFAULT,1,Malaysia,7.03
BlanketGen,DEFAULT,2,Malaysia,7.03
BlanketGen,DEFAULT,3,Malaysia,8.65
BlanketGen,DEFAULT,4,Malaysia,11.84
BlanketGen,DEFAULT,5,Malaysia,15
BlanketGen,DEFAULT,6,Malaysia,10.23
BlanketGen,DEFAULT,7,Malaysia,8.33
BlanketGen,DEFAULT,8,Malaysia,8.65
BlanketGen,DEFAULT,9,Malaysia,8.33
BlanketGen,DEFAULT,10,Malaysia,8.65
BlanketGen,DEFAULT,11,Malaysia,8.33
BlanketGen,DEFAULT,12,Malaysia,7.5
BlanketGen,DEFAULT,1,Maldives,1E+15
BlanketGen,DEFAULT,2,Maldives,1E+15
BlanketGen,DEFAULT,3,Maldives,1E+15
BlanketGen,DEFAULT,4,Maldives,1E+15
BlanketGen,DEFAULT,5,Maldives,1E+15
BlanketGen,DEFAULT,6,Maldives,1E+15
BlanketGen,DEFAULT,7,Maldives,1E+15
BlanketGen,DEFAULT,8,Maldives,1E+15
BlanketGen,DEFAULT,9,Maldives,1E+15
BlanketGen,DEFAULT,10,Maldives,1E+15
BlanketGen,DEFAULT,11,Maldives,1E+15
BlanketGen,DEFAULT,12,Maldives,1E+15
BlanketGen,DEFAULT,1,Mali,2.05
BlanketGen,DEFAULT,2,Mali,3.36
BlanketGen,DEFAULT,3,Mali,32.14
BlanketGen,DEFAULT,4,Mali,1E+15
BlanketGen,DEFAULT,5,Mali,1E+15
BlanketGen,DEFAULT,6,Mali,1E+15
BlanketGen,DEFAULT,7,Mali,1E+15
BlanketGen,DEFAULT,8,Mali,1E+15
BlanketGen,DEFAULT,9,Mali,1E+15
BlanketGen,DEFAULT,10,Mali,1E+15
BlanketGen,DEFAULT,11,Mali,3.81
BlanketGen,DEFAULT,12,Mali,1.99
BlanketGen,DEFAULT,1,Malta,0.87
BlanketGen,DEFAULT,2,Malta,0.87
BlanketGen,DEFAULT,3,Malta,0.9
BlanketGen,DEFAULT,4,Malta,1.06
BlanketGen,DEFAULT,5,Malta,1.39
BlanketGen,DEFAULT,6,Malta,2.05
BlanketGen,DEFAULT,7,Malta,4.41
BlanketGen,DEFAULT,8,Malta,7.03
BlanketGen,DEFAULT,9,Malta,3.17
BlanketGen,DEFAULT,10,Malta,1.86
BlanketGen,DEFAULT,11,Malta,1.24
BlanketGen,DEFAULT,12,Malta,0.97
BlanketGen,DEFAULT,1,Marshall Islands,1E+15
BlanketGen,DEFAULT,2,Marshall Islands,1E+15
BlanketGen,DEFAULT,3,Marshall Islands,1.81
BlanketGen,DEFAULT,4,Marshall Islands,1E+15
BlanketGen,DEFAULT,5,Marshall Islands,1E+15
BlanketGen,DEFAULT,6,Marshall Islands,1E+15
BlanketGen,DEFAULT,7,Marshall Islands,1E+15
BlanketGen,DEFAULT,8,Marshall Islands,1E+15
BlanketGen,DEFAULT,9,Marshall Islands,1E+15
BlanketGen,DEFAULT,10,Marshall Islands,1E+15
BlanketGen,DEFAULT,11,Marshall Islands,1E+15
BlanketGen,DEFAULT,12,Marshall Islands,1E+15
BlanketGen,DEFAULT,1,Martinique,5.63
BlanketGen,DEFAULT,2,Martinique,5.49
BlanketGen,DEFAULT,3,Martinique,6.25
BlanketGen,DEFAULT,4,Martinique,7.76
BlanketGen,DEFAULT,5,Martinique,45
BlanketGen,DEFAULT,6,Martinique,1E+15
BlanketGen,DEFAULT,7,Martinique,1E+15
BlanketGen,DEFAULT,8,Martinique,1E+15
BlanketGen,DEFAULT,9,Martinique,37.5
BlanketGen,DEFAULT,10,Martinique,16.07
BlanketGen,DEFAULT,11,Martinique,10.23
BlanketGen,DEFAULT,12,Martinique,7.26
BlanketGen,DEFAULT,1,Mauritania,1.57
BlanketGen,DEFAULT,2,Mauritania,2.03
BlanketGen,DEFAULT,3,Mauritania,3.21
BlanketGen,DEFAULT,4,Mauritania,8.33
BlanketGen,DEFAULT,5,Mauritania,1E+15
BlanketGen,DEFAULT,6,Mauritania,1E+15
BlanketGen,DEFAULT,7,Mauritania,1E+15
BlanketGen,DEFAULT,8,Mauritania,1E+15
BlanketGen,DEFAULT,9,Mauritania,1E+15
BlanketGen,DEFAULT,10,Mauritania,1E+15
BlanketGen,DEFAULT,11,Mauritania,4.33
BlanketGen,DEFAULT,12,Mauritania,1.83
BlanketGen,DEFAULT,1,Mauritius,20.45
BlanketGen,DEFAULT,2,Mauritius,18.75
BlanketGen,DEFAULT,3,Mauritius,15
BlanketGen,DEFAULT,4,Mauritius,7.5
BlanketGen,DEFAULT,5,Mauritius,3.88
BlanketGen,DEFAULT,6,Mauritius,2.78
BlanketGen,DEFAULT,7,Mauritius,2.32
BlanketGen,DEFAULT,8,Mauritius,2.32
BlanketGen,DEFAULT,9,Mauritius,2.42
BlanketGen,DEFAULT,10,Mauritius,3.08
BlanketGen,DEFAULT,11,Mauritius,4.25
BlanketGen,DEFAULT,12,Mauritius,8.33
BlanketGen,DEFAULT,1,Mayotte,1E+15
BlanketGen,DEFAULT,2,Mayotte,1E+15
BlanketGen,DEFAULT,3,Mayotte,1E+15
BlanketGen,DEFAULT,4,Mayotte,1E+15
BlanketGen,DEFAULT,5,Mayotte,112.5
BlanketGen,DEFAULT,6,Mayotte,10.23
BlanketGen,DEFAULT,7,Mayotte,5.36
BlanketGen,DEFAULT,8,Mayotte,4.33
BlanketGen,DEFAULT,9,Mayotte,5.36
BlanketGen,DEFAULT,10,Mayotte,10.23
BlanketGen,DEFAULT,11,Mayotte,112.5
BlanketGen,DEFAULT,12,Mayotte,1E+15
BlanketGen,DEFAULT,1,Mexico,0.8
BlanketGen,DEFAULT,2,Mexico,0.84
BlanketGen,DEFAULT,3,Mexico,0.96
BlanketGen,DEFAULT,4,Mexico,1.15
BlanketGen,DEFAULT,5,Mexico,1.42
BlanketGen,DEFAULT,6,Mexico,1.73
BlanketGen,DEFAULT,7,Mexico,1.76
BlanketGen,DEFAULT,8,Mexico,1.73
BlanketGen,DEFAULT,9,Mexico,1.62
BlanketGen,DEFAULT,10,Mexico,1.25
BlanketGen,DEFAULT,11,Mexico,0.96
BlanketGen,DEFAULT,12,Mexico,0.83
BlanketGen,DEFAULT,1,Micronesia,112.5
BlanketGen,DEFAULT,2,Micronesia,225
BlanketGen,DEFAULT,3,Micronesia,10.71
BlanketGen,DEFAULT,4,Micronesia,1E+15
BlanketGen,DEFAULT,5,Micronesia,1E+15
BlanketGen,DEFAULT,6,Micronesia,56.25
BlanketGen,DEFAULT,7,Micronesia,32.14
BlanketGen,DEFAULT,8,Micronesia,28.13
BlanketGen,DEFAULT,9,Micronesia,25
BlanketGen,DEFAULT,10,Micronesia,45
BlanketGen,DEFAULT,11,Micronesia,37.5
BlanketGen,DEFAULT,12,Micronesia,225
BlanketGen,DEFAULT,1,Moldova,0.42
BlanketGen,DEFAULT,2,Moldova,0.44
BlanketGen,DEFAULT,3,Moldova,0.51
BlanketGen,DEFAULT,4,Moldova,0.66
BlanketGen,DEFAULT,5,Moldova,0.93
BlanketGen,DEFAULT,6,Moldova,1.24
BlanketGen,DEFAULT,7,Moldova,1.46
BlanketGen,DEFAULT,8,Moldova,1.37
BlanketGen,DEFAULT,9,Moldova,0.95
BlanketGen,DEFAULT,10,Moldova,0.68
BlanketGen,DEFAULT,11,Moldova,0.54
BlanketGen,DEFAULT,12,Moldova,0.47
BlanketGen,DEFAULT,1,Mongolia,0.25
BlanketGen,DEFAULT,2,Mongolia,0.26
BlanketGen,DEFAULT,3,Mongolia,0.32
BlanketGen,DEFAULT,4,Mongolia,0.42
BlanketGen,DEFAULT,5,Mongolia,0.56
BlanketGen,DEFAULT,6,Mongolia,0.78
BlanketGen,DEFAULT,7,Mongolia,0.95
BlanketGen,DEFAULT,8,Mongolia,0.84
BlanketGen,DEFAULT,9,Mongolia,0.57
BlanketGen,DEFAULT,10,Mongolia,0.41
BlanketGen,DEFAULT,11,Mongolia,0.31
BlanketGen,DEFAULT,12,Mongolia,0.27
BlanketGen,DEFAULT,1,Montenegro,0.51
BlanketGen,DEFAULT,2,Montenegro,0.53
BlanketGen,DEFAULT,3,Montenegro,0.6
BlanketGen,DEFAULT,4,Montenegro,0.71
BlanketGen,DEFAULT,5,Montenegro,0.92
BlanketGen,DEFAULT,6,Montenegro,1.24
BlanketGen,DEFAULT,7,Montenegro,1.61
BlanketGen,DEFAULT,8,Montenegro,1.62
BlanketGen,DEFAULT,9,Montenegro,1.12
BlanketGen,DEFAULT,10,Montenegro,0.83
BlanketGen,DEFAULT,11,Montenegro,0.64
BlanketGen,DEFAULT,12,Montenegro,0.54
BlanketGen,DEFAULT,1,Montserrat,3.31
BlanketGen,DEFAULT,2,Montserrat,3.31
BlanketGen,DEFAULT,3,Montserrat,3.88
BlanketGen,DEFAULT,4,Montserrat,6.25
BlanketGen,DEFAULT,5,Montserrat,16.07
BlanketGen,DEFAULT,6,Montserrat,1E+15
BlanketGen,DEFAULT,7,Montserrat,1E+15
BlanketGen,DEFAULT,8,Montserrat,75
BlanketGen,DEFAULT,9,Montserrat,32.14
BlanketGen,DEFAULT,10,Montserrat,14.06
BlanketGen,DEFAULT,11,Montserrat,6.82
BlanketGen,DEFAULT,12,Montserrat,4.17
BlanketGen,DEFAULT,1,Morocco,0.71
BlanketGen,DEFAULT,2,Morocco,0.77
BlanketGen,DEFAULT,3,Morocco,0.84
BlanketGen,DEFAULT,4,Morocco,0.94
BlanketGen,DEFAULT,5,Morocco,1.17
BlanketGen,DEFAULT,6,Morocco,1.61
BlanketGen,DEFAULT,7,Morocco,2.45
BlanketGen,DEFAULT,8,Morocco,2.62
BlanketGen,DEFAULT,9,Morocco,1.89
BlanketGen,DEFAULT,10,Morocco,1.24
BlanketGen,DEFAULT,11,Morocco,0.92
BlanketGen,DEFAULT,12,Morocco,0.76
BlanketGen,DEFAULT,1,Mozambique,5.49
BlanketGen,DEFAULT,2,Mozambique,5.77
BlanketGen,DEFAULT,3,Mozambique,5
BlanketGen,DEFAULT,4,Mozambique,3.31
BlanketGen,DEFAULT,5,Mozambique,2.06
BlanketGen,DEFAULT,6,Mozambique,1.52
BlanketGen,DEFAULT,7,Mozambique,1.46
BlanketGen,DEFAULT,8,Mozambique,1.57
BlanketGen,DEFAULT,9,Mozambique,2.03
BlanketGen,DEFAULT,10,Mozambique,3
BlanketGen,DEFAULT,11,Mozambique,4.41
BlanketGen,DEFAULT,12,Mozambique,5.49
BlanketGen,DEFAULT,1,Namibia,2.1
BlanketGen,DEFAULT,2,Namibia,1.97
BlanketGen,DEFAULT,3,Namibia,1.72
BlanketGen,DEFAULT,4,Namibia,1.31
BlanketGen,DEFAULT,5,Namibia,0.97
BlanketGen,DEFAULT,6,Namibia,0.8
BlanketGen,DEFAULT,7,Namibia,0.77
BlanketGen,DEFAULT,8,Namibia,0.87
BlanketGen,DEFAULT,9,Namibia,1.11
BlanketGen,DEFAULT,10,Namibia,1.48
BlanketGen,DEFAULT,11,Namibia,1.74
BlanketGen,DEFAULT,12,Namibia,1.97
BlanketGen,DEFAULT,1,Nepal,0.56
BlanketGen,DEFAULT,2,Nepal,0.61
BlanketGen,DEFAULT,3,Nepal,0.77
BlanketGen,DEFAULT,4,Nepal,1.1
BlanketGen,DEFAULT,5,Nepal,1.58
BlanketGen,DEFAULT,6,Nepal,2.39
BlanketGen,DEFAULT,7,Nepal,2.74
BlanketGen,DEFAULT,8,Nepal,2.62
BlanketGen,DEFAULT,9,Nepal,2.05
BlanketGen,DEFAULT,10,Nepal,1.15
BlanketGen,DEFAULT,11,Nepal,0.74
BlanketGen,DEFAULT,12,Nepal,0.59
BlanketGen,DEFAULT,1,New Caledonia,10.71
BlanketGen,DEFAULT,2,New Caledonia,13.24
BlanketGen,DEFAULT,3,New Caledonia,9.38
BlanketGen,DEFAULT,4,New Caledonia,4.5
BlanketGen,DEFAULT,5,New Caledonia,2.65
BlanketGen,DEFAULT,6,New Caledonia,2.01
BlanketGen,DEFAULT,7,New Caledonia,1.62
BlanketGen,DEFAULT,8,New Caledonia,1.57
BlanketGen,DEFAULT,9,New Caledonia,1.74
BlanketGen,DEFAULT,10,New Caledonia,2.23
BlanketGen,DEFAULT,11,New Caledonia,3.17
BlanketGen,DEFAULT,12,New Caledonia,4.89
BlanketGen,DEFAULT,1,New Zealand,1.03
BlanketGen,DEFAULT,2,New Zealand,1.04
BlanketGen,DEFAULT,3,New Zealand,0.93
BlanketGen,DEFAULT,4,New Zealand,0.79
BlanketGen,DEFAULT,5,New Zealand,0.69
BlanketGen,DEFAULT,6,New Zealand,0.62
BlanketGen,DEFAULT,7,New Zealand,0.6
BlanketGen,DEFAULT,8,New Zealand,0.62
BlanketGen,DEFAULT,9,New Zealand,0.68
BlanketGen,DEFAULT,10,New Zealand,0.74
BlanketGen,DEFAULT,11,New Zealand,0.82
BlanketGen,DEFAULT,12,New Zealand,0.94
BlanketGen,DEFAULT,1,Nicaragua,7.76
BlanketGen,DEFAULT,2,Nicaragua,8.33
BlanketGen,DEFAULT,3,Nicaragua,25
BlanketGen,DEFAULT,4,Nicaragua,1E+15
BlanketGen,DEFAULT,5,Nicaragua,1E+15
BlanketGen,DEFAULT,6,Nicaragua,1E+15
BlanketGen,DEFAULT,7,Nicaragua,1E+15
BlanketGen,DEFAULT,8,Nicaragua,1E+15
BlanketGen,DEFAULT,9,Nicaragua,1E+15
BlanketGen,DEFAULT,10,Nicaragua,18.75
BlanketGen,DEFAULT,11,Nicaragua,16.07
BlanketGen,DEFAULT,12,Nicaragua,13.24
BlanketGen,DEFAULT,1,Nicosia,0.76
BlanketGen,DEFAULT,2,Nicosia,0.76
BlanketGen,DEFAULT,3,Nicosia,0.82
BlanketGen,DEFAULT,4,Nicosia,1.02
BlanketGen,DEFAULT,5,Nicosia,1.43
BlanketGen,DEFAULT,6,Nicosia,2.5
BlanketGen,DEFAULT,7,Nicosia,5.11
BlanketGen,DEFAULT,8,Nicosia,5.11
BlanketGen,DEFAULT,9,Nicosia,2.65
