depotCity,depotCountry,depotGglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,disasterCity,disasterCountry,disasterGglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Hong Kong,,Hong Kong,Hong Kong,22.396428,114.109497,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bissau,Guinea-Bissau,Guinea-Bissau,"Bissau, Guinea-Bissau",11.8816553,-15.6177942,69,6346
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Praia,Cape Verde,Cape Verde,"Praia, Cape Verde",14.95,-23.516667,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tokelau,,Tokelau,Tokelau,-9.200199999999999,-171.8484,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Saint-Denis,Reunion,Reunion,"Saint-Denis, Reunion",-20.882057,55.450675,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Honiara,Solomon Islands,Solomon Islands,"Honiara, Solomon Islands",-9.4456381,159.9728999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Palikir,Federated States of Micronesia,Micronesia,"Palikir, Pohnpei, Micronesia",6.917222,158.158889,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Willemstad,Netherlands Antilles,Curacao,"Willemstad, Curacao",12.1224221,-68.8824233,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,London,United Kingdom,United Kingdom,"London, UK",51.5073509,-0.1277583,7,763
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Vientiane,Laos,Laos,"Vientiane, Laos",17.966667,102.6,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Cockburn Town,Turks and Caicos Islands,Turks and Caicos Islands,"Cockburn Town TKCA 1ZZ, Turks and Caicos Islands",21.459,-71.139,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Basseterre,Saint Kitts and Nevis,Saint Kitts and Nevis,"Basseterre, Saint Kitts and Nevis",17.3026058,-62.7176924,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Prague,Czech Republic,Czech Republic,"Prague, Czech Republic",50.0755381,14.4378005,4,510
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Fort-de-France,Martinique,Martinique,"Fort-de-France Bay, Martinique",14.6160647,-61.0587804,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Beijing,China,China,"Beijing, China",39.90403,116.407526,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Jamestown,Saint Helena,Saint Helena,"Jamestown STHL 1ZZ, Saint Helena",-15.92213,-5.704682,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Mamoudzou,Mayotte,Mayotte,"Mamoudzou, Mayotte",-12.7806,45.22779999999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Dodoma,Tanzania,Tanzania,"Dodoma, Tanzania",-6.173056,35.741944,125,10130
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Castries,Saint Lucia,Saint Lucia,"Castries City, Saint Lucia",14.0101094,-60.98746869999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Sanaa,Yemen,Yemen,"Sana'a, Yemen",15.3694451,44.1910066,74,6862
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Juba,South Sudan,South Sudan,"Juba, South Sudan",4.85,31.6,116,8685
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Basse-Terre,Guadeloupe,Guadeloupe,"Basse Terre, Guadeloupe",16,-61.733333,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Moscow,Russia,Russia,"Moscow, Russia",55.755826,37.6173,23,2331
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Belgrade,Serbia,Serbia,"Belgrade, Serbia",44.816667,20.466667,12,1286
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Berlin,Germany,Germany,"Berlin, Germany",52.52000659999999,13.404954,4,550
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Brazzaville,Republic of the Congo,Congo,"Brazzaville, Congo",-4.267778,15.291944,125,9016
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Belgrade,Serbia,Serbia,"Belgrade, Serbia",44.816667,20.466667,12,1286
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kabul,Afghanistan,Afghanistan,"Kabul, Afghanistan",34.533333,69.166667,78,6790
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tirana,Albania,Albania,"Tirana, Albania",41.3275459,19.8186982,18,1742
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Algiers,Algeria,Algeria,"Algiers, Algeria",36.752887,3.042048,26,2218
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Pago Pago,American Samoa,American Samoa,"Pago Pago, Eastern, American Samoa",-14.279444,-170.700556,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Luanda,Angola,Angola,"Luanda, Angola",-8.838333,13.234444,137,9847
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,The Valley,Anguilla,Anguilla,"The Valley AI-2640, Anguilla",18.2148129,-63.0574406,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,St. John's,Antigua and Barbuda,Antigua and Barbuda,"Saint John's, Antigua and Barbuda",17.116667,-61.84999999999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Buenos Aires,Argentina,Argentina,"Buenos Aires, Argentina",-34.6037232,-58.3815931,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Yerevan,Armenia,Armenia,"Yerevan, Armenia",40.183333,44.516667,47,3674
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Canberra,Australia,Australia,"Canberra ACT 2601, Australia",-35.2819998,149.1286843,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Vienna,Austria,Austria,"Vienna, Austria",48.2081743,16.3738189,6,715
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Baku,Azerbaijan,Azerbaijan,"Baku, Azerbaijan",40.4349504,49.8676232,47,4037
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Nassau,Bahamas,The Bahamas,"Nassau, The Bahamas",25.06,-77.345,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Manama,Bahrain,Bahrain,"Manama, Bahrain",26.216667,50.583333,57,5425
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Dhaka,Bangladesh,Bangladesh,"Dhaka, Bangladesh",23.810332,90.4125181,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bridgetown,Barbados,Barbados,"Bridgetown, Barbados",13.1132219,-59.59880889999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Minsk,Belarus,Belarus,"Minsk, Belarus",53.9,27.566667,15,1622
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Brussels,Belgium,Belgium,"Brussels, Belgium",50.8503396,4.3517103,3,399
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Belmopan,Belize,Belize,"Belmopan, Belize",17.251389,-88.76694400000001,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Porto-Novo,Benin,Benin,"Porto Novo, Benin",6.497222,2.605,90,6689
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Hamilton,Bermuda,Bermuda,"Hamilton, Bermuda",32.294816,-64.781375,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Thimphu,Bhutan,Bhutan,"Thimphu, Bhutan",27.4727924,89.6392863,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Sucre,Bolivia,Bolivia,"Sucre, Bolivia",-19.0195852,-65.2619615,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Gaborone,Botswana,Botswana,"Gaborone, Botswana",-24.658056,25.912222,172,12712
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Brasilia,Brazil,Brazil,"Brasilia - Federal District, Brazil",-15.7941454,-47.8825479,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Sofia,Bulgaria,Bulgaria,"Sofia, Bulgaria",42.6977082,23.3218675,17,1682
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Ouagadougou,Burkina Faso,Burkina Faso,"Ouagadougou, Burkina Faso",12.35,-1.516667,84,5797
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bujumbura,Burundi,Burundi,"Bujumbura, Burundi",-3.383333,29.366667,127,9399
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Phnom Penh,Cambodia,Cambodia,"Phnom Penh, Cambodia",11.5448729,104.8921668,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Yaounde,Cameroon,Cameroon,"Yaounde, Cameroon",3.866666999999999,11.516667,100,7114
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Ottawa,Canada,Canada,"Ottawa, ON, Canada",45.4215296,-75.69719309999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,George Town,Cayman Islands,Cayman Islands,"George Town, Cayman Islands",19.2869323,-81.3674389,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,N'Djamena,Chad,Chad,"N'Djamena, Chad",12.113056,15.049167,88,6383
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Santiago,Chile,Chile,"Santiago, Santiago Metropolitan Region, Chile",-33.4691199,-70.641997,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bogota,Colombia,Colombia,"Bogota, Bogota, Colombia",4.598056000000001,-74.075833,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Moroni,Comoros,Comoros,"Moroni, Comoros",-11.7172157,43.2473146,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,San Jose,Costa Rica,Costa Rica,"San Jose, Costa Rica",9.9280694,-84.0907246,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Zagreb,Croatia,Croatia,"Zagreb, Croatia",45.8150108,15.981919,8,894
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Havana,Cuba,Cuba,"Havana, Cuba",23.0540698,-82.34518899999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Nicosia,Cyprus,Nicosia,Nicosia,35.166667,33.366667,73,5613
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Copenhagen,Denmark,Denmark,"Copenhagen, Denmark",55.6760968,12.5683371,8,821
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Djibouti,Djibouti,Djibouti,Djibouti,11.588333,43.145,97,8079
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Roseau,Dominica,Dominica,"Roseau, Dominica",15.301389,-61.388333,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Quito,Ecuador,Ecuador,"Quito, Ecuador",-0.1806532,-78.4678382,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Cairo,Egypt,Egypt,"Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116,53,4784
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,San Salvador,El Salvador,El Salvador,"San Salvador, El Salvador",13.6929403,-89.2181911,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Malabo,Equatorial Guinea,Equatorial Guinea,"Malabo, Equatorial Guinea",3.75,8.783332999999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Asmara,Eritrea,Eritrea,"Asmara, Eritrea",15.333333,38.933333,84,7073
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tallinn,Estonia,Estonia,"Tallinn, Estonia",59.43696079999999,24.7535746,21,2039
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Addis Ababa,Ethiopia,Ethiopia,"Addis Ababa, Ethiopia",8.9806034,38.7577605,93,7879
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Suva,Fiji,Fiji,"Suva, Fiji",-18.1416,178.4419,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Helsinki,Finland,Finland,"Helsinki, Finland",60.17332440000001,24.9410248,25,2125
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Paris,France,France,"Paris, France",48.856614,2.3522219,5,572
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Cayenne,French Guiana,French Guiana,"Cayenne, French Guiana",4.9227,-52.32689999999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Papeete,French Polynesia,French Polynesia,"Pape'ete, French Polynesia",-17.535,-149.5696,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Libreville,Gabon,Gabon,"Libreville, Gabon",0.3901,9.4544,110,7976
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tbilisi,Georgia,Georgia,"Tbilisi, Georgia",41.716667,44.783333,44,3476
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Berlin,Germany,Germany,"Berlin, Germany",52.52000659999999,13.404954,4,550
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Accra,Ghana,Ghana,"Accra, Ghana",5.55,-0.2,93,6958
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Athens,Greece,Greece,"Athens, Greece",37.983917,23.7293599,23,2399
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,St. George's,Grenada,Grenada,"Saint Georges, Grenada",12.0560975,-61.7487996,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Hagatna,Guam,Guam,"Hagatna, Guam",13.4708908,144.7512782,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Guatemala City,Guatemala,Guatemala,"Guatemala City, Guatemala",14.613333,-90.53527799999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Conakry,Guinea,Guinea,"Conakry, Guinea",9.509167,-13.712222,72,6637
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Georgetown,Guyana,Guyana,"Georgetown, Guyana",6.8,-58.166667,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Port-au-Prince,Haiti,Haiti,"Port-au-Prince, Haiti",18.533333,-72.333333,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tegucigalpa,Honduras,Honduras,"Tegucigalpa, Honduras",14.0833,-87.2167,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Budapest,Hungary,Hungary,"Budapest, Hungary",47.497912,19.040235,8,963
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Reykjavik,Iceland,Iceland,"Reykjavik, Iceland",64.133333,-21.933333,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,New Delhi,India,India,"New Delhi, Delhi, India",28.635308,77.22496,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Jakarta,Indonesia,Indonesia,"Jakarta, Indonesia",-6.2087634,106.845599,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Baghdad,Iraq,Iraq,"Baghdad, Iraq",33.325,44.422,47,4313
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Dublin,Ireland,Ireland,"Dublin, Ireland",53.3498053,-6.2603097,14,1377
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Jerusalem,Israel,Israel,"Jerusalem, Israel",31.768319,35.21371,45,4156
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Rome,Italy,Italy,"Rome, Italy",41.8723889,12.4801802,12,1245
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kingston,Jamaica,Jamaica,"Kingston, Jamaica",17.983333,-76.8,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tokyo,Japan,Japan,"Tokyo, Japan",35.6894875,139.6917064,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Amman,Jordan,Jordan,"Amman, Jordan",31.9565783,35.9456951,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Astana,Kazakhstan,Kazakhstan,"Astana 020000, Kazakhstan",51.180556,71.461111,58,5101
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Nairobi,Kenya,Kenya,"Nairobi, Kenya",-1.2920659,36.8219462,116,9455
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Tarawa,Kiribati,Kiribati,"Bairiki, Kiribati",1.3290526,172.9790528,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kuwait City,Kuwait,Kuwait,"Kuwait City, Kuwait",29.369722,47.978333,53,4953
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bishkek,Kyrgyzstan,Kyrgyzstan,"Bishkek, Kyrgyzstan",42.874722,74.61222200000002,71,6080
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Riga,Latvia,Latvia,"Riga, Latvia",56.9496487,24.1051864,17,1731
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Beirut,Lebanon,Lebanon,"Beirut, Lebanon",33.8886289,35.4954794,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Maseru,Lesotho,Lesotho,"Maseru, Lesotho",-29.31,27.48,178,13247
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Monrovia,Liberia,Liberia,"Monrovia, Liberia",6.313333,-10.801389,82,7451
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Vilnius,Lithuania,Lithuania,"Vilnius, Lithuania",54.6871555,25.2796514,14,1535
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Luxembourg,Luxembourg,Luxembourg,"Luxemburg City, Luxembourg",49.61162100000001,6.1319346,2,232
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Antananarivo,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.933333,47.516667,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Lilongwe,Malawi,Malawi,"Lilongwe, Malawi",-13.983333,33.783333,141,11346
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kuala Lumpur,Malaysia,Malaysia,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.139003,101.686855,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Male,Maldives,Maldives,"Male, Maldives",4.175278,73.50888900000001,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bamako,Mali,Mali,"Bamako, Mali",12.65,-8,73,6650
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Valletta,Malta,Malta,"Valletta, Malta",35.8989085,14.5145528,25,2258
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Nouakchott,Mauritania,Mauritania,"Nouakchott, Mauritania",18.1,-15.95,54,5201
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Port Louis,Mauritius,Mauritius,"Port Louis, Mauritius",-20.166667,57.516667,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Mexico City,Mexico,Mexico,"Mexico City, Federal District, Mexico",19.4326077,-99.133208,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Ulaanbaatar,Mongolia,Mongolia,"Ulaanbaatar, Mongolia",47.91999999999999,106.92,101,8307
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Podgorica,Montenegro,Montenegro,"Podgorica, Montenegro",42.441044,19.262825,16,1589
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Plymouth,Montserrat,Montserrat,"Plymouth, Montserrat",16.706523,-62.21573799999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Rabat,Morocco,Morocco,"Rabat, Morocco",33.9715904,-6.8498129,26,2771
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Maputo,Mozambique,Mozambique,"Maputo, Mozambique",-25.966667,32.583333,165,13266
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Naypyidaw,Myanmar,Republic of the Union of Myanmar,"Naypyitaw, Republic of the Union of Myanmar",19.75,96.10000000000001,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Windhoek,Namibia,Namibia,"Windhoek, Namibia",-22.57,17.083611,161,11607
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kathmandu,Nepal,Nepal,"Kathmandu 44600, Nepal",27.7,85.333333,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Amsterdam,Netherlands,The Netherlands,"Amsterdam, The Netherlands",52.3702157,4.895167900000001,4,441
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Noumea,New Caledonia,New Caledonia,"Noumea, New Caledonia",-22.2758,166.458,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Wellington,New Zealand,New Zealand,"Wellington, New Zealand",-41.2864603,174.776236,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Managua,Nicaragua,Nicaragua,"Managua, Nicaragua",12.136389,-86.251389,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Niamey,Niger,Niger,"Niamey, Niger",13.521389,2.105278,80,5972
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Abuja,Nigeria,Nigeria,"Abuja, Nigeria",9.066666999999999,7.483333000000001,83,6156
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Alofi,Niue,Niue,"Alofi, Niue",-19.0553711,-169.9178709,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Oslo,Norway,Norway,"Oslo, Norway",59.9138688,10.7522454,14,1308
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Muscat,Oman,Oman,"Muscat, Oman",23.61,58.54,68,6574
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Islamabad,Pakistan,Pakistan,"Islamabad, Pakistan",33.7293882,73.0931461,82,6864
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Ngerulmud,Palau,Palau,Palau,7.514979999999999,134.58252,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Panama City,Panama,Panama,Panama,8.983333,-79.516667,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Port Moresby,Papua New Guinea,Papua New Guinea,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Asuncion,Paraguay,Paraguay,"Asuncion, Paraguay",-25.282197,-57.63509999999999,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Lima,Peru,Peru,"Lima, Peru",-12.046374,-77.0427934,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Manila,Philippines,Philippines,"Manila, Philippines",14.5995124,120.9842195,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Warsaw,Poland,Poland,"Warsaw, Poland",52.2296756,21.0122287,9,1087
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Lisbon,Portugal,Portugal,"Lisbon, Portugal",38.7222524,-9.1393366,20,2316
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,San Juan,Puerto Rico,Puerto Rico,"San Juan, Puerto Rico",18.4663338,-66.1057217,1000000.0,1000000.0
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Doha,Qatar,Qatar,"Doha, Qatar",25.286667,51.533333,60,5750
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Bucharest,Romania,Romania,"Bucharest, Romania",44.4325,26.103889,18,1777
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Moscow,Russia,Russia,"Moscow, Russia",55.755826,37.6173,23,2331
Frankfurt,Germany,Germany,"Frankfurt, Germany",50.1109221,8.6821267,Kigali,Rwanda,Rwanda,"Kigali, Rwanda",-1.943889,30.059444,128,9495
