Day,Month,Year,gglCountry,gglAddress,Type,SubType,TotAffected,DisasterID
6,9,2002,Texas,Austin,Coastal Storm,TROPICAL STORM FAY,6537846.0,2002-1504
21,9,2002,Louisiana,Baton Rouge,Hurricane,TROPICAL STORM ISIDORE,1178677.0,2002-1505
23,9,2002,Mississippi,Jackson,Hurricane,TROPICAL STORM ISIDORE,771497.0,2002-1506
1,10,2002,Louisiana,Baton Rouge,Hurricane,HURRICANE LILI,1178677.0,2002-1507
24,10,2002,Texas,Austin,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",6537846.0,2002-1508
23,9,2002,Alabama,Montgomery,Hurricane,TROPICAL STORM ISIDORE,1242731.0,2002-1509
9,11,2002,Tennessee,Nashville,Severe Storm(s),SEVERE STORMS AND TORNADOS,1649987.0,2002-1510
3,11,2002,Alaska,Juneau,Earthquake,EARTHQUAKE,184660.0,2002-1511
5,11,2002,Alabama,Montgomery,Severe Storm(s),SEVERE STORMS AND TORNADOES,1242731.0,2002-1512
10,11,2002,Mississippi,Jackson,Severe Storm(s),SEVERE STORMS AND TORNADOES,771497.0,2002-1513
10,11,2002,Ohio,Columbus,Severe Storm(s),SEVERE STORMS AND TORNADOES,2999491.0,2002-1514
4,12,2002,North Carolina,Raleigh,Severe Ice Storm,SEVERE ICE STORM,2479226.0,2002-1515
23,10,2002,Alaska,Juneau,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, COASTAL EROSION AND TIDAL SURGE",184660.0,2002-1516
3,12,2002,Arkansas,Little Rock,Severe Ice Storm,SEVERE ICE STORM,758139.0,2002-1517
4,12,2002,South Carolina,Columbia,Severe Ice Storm,SEVERE ICE STORM,1202595.0,2002-1518
14,2,2003,Ohio,Columbus,Severe Storm(s),SEVERE WINTER STORM AND RECORD/NEAR RECORD SNOW,2999491.0,2003-1519
3,12,2002,Oklahoma,Oklahoma City,Severe Ice Storm,SEVERE ICE STORM,975351.0,2002-1520
15,2,2003,Kentucky,Frankfort,Severe Storm(s),"SEVERE WINTER ICE AND SNOW STORMS, HEAVY RAIN, FLOODING, TORNADOES, AND MUD AND ",1128235.0,2003-1521
16,2,2003,West Virginia,Charleston,Severe Storm(s),"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOW, HEAVY RAINS, FLOODING AND LANDSLIDES",481778.0,2003-1522
14,2,2003,Tennessee,Nashville,Severe Storm(s),SEVERE STORMS AND FLOODING,1649987.0,2003-1523
27,2,2003,North Carolina,Raleigh,Severe Ice Storm,ICE STORM,2479226.0,2003-1524
15,2,2003,Virginia,Richmond,Severe Storm(s),"SEVERE WINTER STORM, RECORD/NEAR RECORD SNOWFALL, HEAVY RAIN,FLOODIND, AND MUDSLIDE",2080266.0,2003-1525
6,4,2003,Mississippi,Jackson,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODS",771497.0,2003-1526
6,3,2003,Alaska,Juneau,Severe Storm(s),"SEVERE WINTER STORM, INCLUDING HIGH WINDS AND FREEZING TEMPERATURES",184660.0,2003-1527
4,5,2003,Kansas,Topeka,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",741811.0,2003-1528
27,3,2003,Florida,Tallahassee,Severe Storm(s),SEVERE STORMS AND TORNADOES,4888341.0,2003-1529
4,5,2003,Missouri,Jefferson City,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1557121.0,2003-1530
4,5,2003,Tennessee,Nashville,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1649987.0,2003-1531
8,5,2003,Oklahoma,Oklahoma City,Severe Storm(s),SEVERE STORMS AND TORNADOES,975351.0,2003-1532
5,5,2003,Alabama,Montgomery,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1242731.0,2003-1533
3,4,2003,New York,Albany,Severe Ice Storm,ICE STORM,5038307.0,2003-1534
17,12,2002,Maine,Augusta,Freezing,SEVERE WINTER COLD AND FROST,345374.0,2002-1535
6,5,2003,Illinois,Springfield,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",3335964.0,2003-1536
4,5,2003,Kentucky,Frankfort,Severe Storm(s),"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1128235.0,2003-1537
5,5,2003,Mississippi,Jackson,Severe Storm(s),"SEVERE STORMS, TORNADOES AND HIGH WINDS",771497.0,2003-1538
2,5,2003,Arkansas,Little Rock,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",758139.0,2003-1539
11,6,2003,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2003-1540
14,6,2003,Kentucky,Frankfort,Severe Storm(s),"SEVERE STORMS, FLOODING, MUD AND ROCK SLIDES, AND TORNADOES",1128235.0,2003-1541
4,7,2003,Indiana,Indianapolis,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1685789.0,2003-1542
15,7,2003,Texas,Austin,Hurricane,HURRICANE CLAUDETTE,6537846.0,2003-1543
4,7,2003,Ohio,Columbus,Severe Storm(s),SEVERE STORMS AND FLOODING,2999491.0,2003-1544
17,6,2003,Arizona,Phoenix,Fire,ASPEN FIRE,1661924.0,2003-1545
9,6,2003,Nebraska,Lincoln,Severe Storm(s),SEVERE STORMS AND TORNADOES,474849.0,2003-1546
13,6,2003,Florida,Tallahassee,Severe Storm(s),SEVERE STORMS AND FLOODING,4888341.0,2003-1547
21,7,2003,Ohio,Columbus,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",2999491.0,2003-1548
21,7,2003,Pennsylvania,Harrisburg,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",3302619.0,2003-1549
21,7,2003,New York,Albany,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",5038307.0,2003-1550
21,7,2003,Tennessee,Nashville,Severe Storm(s),"SEVERE STORMS, HIGH WINDS, AND HEAVY RAIN",1649987.0,2003-1551
24,6,2003,North Dakota,Bismarck,Severe Storm(s),SEVERE STORMS AND HIGH WINDS,174874.0,2003-1552
26,8,2003,Indiana,Indianapolis,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1685789.0,2003-1553
18,9,2003,North Carolina,Raleigh,Hurricane,HURRICANE ISABEL,2479226.0,2003-1554
21,7,2003,Vermont,Montpelier,Severe Storm(s),SEVERE STORMS AND FLOODING,162693.0,2003-1555
21,7,2003,New Hampshire,Concord,Severe Storm(s),SEVERE STORMS AND FLOODING,342282.0,2003-1556
18,9,2003,Virginia,Richmond,Hurricane,HURRICANE ISABEL,2080266.0,2003-1557
18,9,2003,Maryland,Annapolis,Hurricane,HURRICANE ISABEL,1501124.0,2003-1558
18,9,2003,West Virginia,Charleston,Hurricane,HURRICANE ISABEL,481778.0,2003-1559
18,9,2003,Delaware,Dover,Hurricane,HURRICANE ISABEL,233463.0,2003-1560
21,10,2003,California,Sacramento,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",9686029.0,2003-1561
15,10,2003,Washington,Olympia,Severe Storm(s),SEVERE STORMS AND FLOODING,1748380.0,2003-1562
11,11,2003,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2003-1563
15,9,2003,Pennsylvania,Harrisburg,Severe Storm(s),TROPICAL STORMS HENRI AND ISABEL AND RELATED SEVERE STORMS AND FLOODING,3302619.0,2003-1564
15,9,2003,Delaware,Dover,Hurricane,TROPICAL STORM HENRI,233463.0,2003-1565
18,11,2003,Virginia,Richmond,Severe Storm(s),SEVERE STORMS AND FLOODING,2080266.0,2003-1566
22,12,2003,California,Sacramento,Earthquake,EARTHQUAKE,9686029.0,2003-1567
3,1,2004,Ohio,Columbus,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",2999491.0,2004-1568
10,12,2003,Maine,Augusta,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT AND ICE JAMS",345374.0,2003-1569
26,1,2004,South Carolina,Columbia,Severe Ice Storm,SEVERE ICE STORM,1202595.0,2004-1570
26,12,2003,Oregon,Salem,Severe Storm(s),SEVERE WINTER STORMS,996079.0,2003-1571
1,4,2004,Massachusetts,Boston,Flood,FLOODING,1702384.0,2004-1572
20,4,2004,Illinois,Springfield,Severe Storm(s),SEVERE STORMS AND TORNADOES,3335964.0,2004-1573
2,4,2004,New Mexico,Santa Fe,Severe Storm(s),SEVERE STORMS AND FLOODING,535387.0,2004-1574
26,3,2004,North Dakota,Bismarck,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION",174874.0,2004-1575
19,4,2004,Arkansas,Little Rock,Severe Storm(s),"SEVER STORMS, FLOODING AND LANDSLIDES",758139.0,2004-1576
20,5,2004,Nebraska,Lincoln,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",474849.0,2004-1577
19,5,2004,Iowa,Des Moines,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",792052.0,2004-1578
18,5,2004,Ohio,Columbus,Severe Storm(s),SEVERE STORMS AND FLOODING,2999491.0,2004-1579
25,5,2004,Indiana,Indianapolis,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1685789.0,2004-1580
12,5,2004,Louisiana,Baton Rouge,Severe Storm(s),SEVERE STORMS AND FLOODING,1178677.0,2004-1581
27,5,2004,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2004-1582
26,5,2004,Kentucky,Frankfort,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING, AND MUDSLIDES",1128235.0,2004-1583
18,5,2004,Missouri,Jefferson City,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1557121.0,2004-1584
7,5,2004,Wisconsin,Madison,Severe Storm(s),SEVERE STORMS AND FLOODING,1478616.0,2004-1585
24,5,2004,Virginia,Richmond,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2080266.0,2004-1586
20,5,2004,Michigan,Lansing,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2569746.0,2004-1587
30,5,2004,Arkansas,Little Rock,Severe Storm(s),SEVERE STORMS AND FLOODING,758139.0,2004-1588
13,5,2004,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2004-1589
12,7,2004,New Jersey,Trenton,Severe Storm(s),SEVERE STORMS AND FLOODING,2285892.0,2004-1590
28,5,2004,South Dakota,Pierre,Severe Storm(s),SEVERE STORMS AND FLOODING,211687.0,2004-1591
12,6,2004,Kansas,Topeka,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",741811.0,2004-1592
22,7,2004,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2004-1593
13,7,2004,Kentucky,Frankfort,Severe Storm(s),SEVERE STORMS AND FLOODING,1128235.0,2004-1594
11,8,2004,Florida,Tallahassee,Hurricane,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,4888341.0,2004-1595
27,7,2004,Pennsylvania,Harrisburg,Severe Storm(s),SEVERE STORMS AND FLOODING,3302619.0,2004-1596
3,7,2004,Indiana,Indianapolis,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",1685789.0,2004-1597
14,7,2004,Nevada,Carson City,Fire,WILDLAND FIRE,702143.0,2004-1598
3,9,2004,Florida,Tallahassee,Hurricane,HURRICANE FRANCES,4888341.0,2004-1599
30,8,2004,Virginia,Richmond,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES ASSOCIATED W TD GASTON",2080266.0,2004-1600
14,8,2004,South Carolina,Columbia,Hurricane,HURRICANE CHARLEY,1202595.0,2004-1601
7,9,2004,North Carolina,Raleigh,Hurricane,TROPICAL STORM FRANCES,2479226.0,2004-1602
13,9,2004,Louisiana,Baton Rouge,Hurricane,HURRICANE IVAN,1178677.0,2004-1603
28,8,2004,South Carolina,Columbia,Severe Storm(s),TROPICAL STORM GASTON,1202595.0,2004-1604
13,9,2004,Alabama,Montgomery,Hurricane,HURRICANE IVAN,1242731.0,2004-1605
13,9,2004,Mississippi,Jackson,Hurricane,HURRICANE IVAN,771497.0,2004-1606
13,9,2004,Florida,Tallahassee,Hurricane,HURRICANE IVAN,4888341.0,2004-1607
16,9,2004,North Carolina,Raleigh,Hurricane,HURRICANE IVAN,2479226.0,2004-1608
14,9,2004,Georgia,Atlanta,Hurricane,HURRICANE IVAN,2518790.0,2004-1609
8,9,2004,Pennsylvania,Harrisburg,Severe Storm(s),SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION FRANCES,3302619.0,2004-1610
27,8,2004,Ohio,Columbus,Severe Storm(s),SEVERE STORMS AND FLOODING,2999491.0,2004-1611
17,9,2004,Pennsylvania,Harrisburg,Hurricane,TROPICAL DEPRESSION IVAN,3302619.0,2004-1612
16,9,2004,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2004-1613
12,8,2004,Vermont,Montpelier,Severe Storm(s),SEVERE STORMS AND FLOODING,162693.0,2004-1614
3,9,2004,Georgia,Atlanta,Hurricane,TROPICAL STORM FRANCES,2518790.0,2004-1615
24,9,2004,Florida,Tallahassee,Hurricane,HURRICANE JEANNE,4888341.0,2004-1616
27,8,2004,Kansas,Topeka,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",741811.0,2004-1617
18,9,2004,New Jersey,Trenton,Severe Storm(s),SEVERE STORMS AND FLOODING,2285892.0,2004-1618
13,8,2004,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2004-1619
16,9,2004,New York,Albany,Severe Storm(s),TROPICAL DEPRESSION IVAN,5038307.0,2004-1620
6,9,2004,South Carolina,Columbia,Hurricane,TROPICAL STORM FRANCES,1202595.0,2004-1621
16,9,2004,Tennessee,Nashville,Severe Storm(s),SEVERE STORMS AND FLOODING,1649987.0,2004-1622
27,9,2004,Virginia,Richmond,Severe Storm(s),SEVERE STORMS AND FLOODING FROM THE REMANANTS OF HURRICANE JEANNE,2080266.0,2004-1623
14,9,2004,Minnesota,Saint Paul,Severe Storm(s),SEVERE STORMS AND FLOODING,1379021.0,2004-1624
1,1,2005,Indiana,Indianapolis,Severe Storm(s),SEVERE WINTER STORMS AND FLOODING,1685789.0,2005-1625
18,10,2004,Alaska,Juneau,Severe Storm(s),"SEVERE WINTER STORM, TIDAL SURGES AND FLOODING",184660.0,2004-1626
28,9,2004,Delaware,Dover,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING FROM THE REMNANTS OF ",233463.0,2004-1627
27,12,2004,California,Sacramento,Severe Storm(s),"SEVERE STORMS, FLOODING, DEBRIS FLOWS, AND MUDSLIDES",9686029.0,2004-1628
4,1,2005,West Virginia,Charleston,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",481778.0,2005-1629
8,1,2005,Utah,Salt Lake City,Severe Storm(s),SEVERE STORMS AND FLOODING,718610.0,2005-1630
4,1,2005,Kansas,Topeka,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",741811.0,2005-1631
22,12,2004,Ohio,Columbus,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2999491.0,2004-1632
7,1,2005,Nevada,Carson City,Severe Storm(s),HEAVY RAINS AND FLOODING,702143.0,2005-1633
28,12,2004,Arizona,Phoenix,Severe Storm(s),SEVERE STORMS AND FLOODING,1661924.0,2004-1634
10,2,2005,Arizona,Phoenix,Severe Storm(s),SEVERE STORMS AND FLOODING,1661924.0,2005-1635
16,2,2005,California,Sacramento,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",9686029.0,2005-1636
7,1,2005,Alaska,Juneau,Severe Storm(s),SEVERE WINTER STORM,184660.0,2005-1637
2,4,2005,Pennsylvania,Harrisburg,Severe Storm(s),SEVERE STORMS AND FLOODING,3302619.0,2005-1638
1,4,2005,New Jersey,Trenton,Severe Storm(s),SEVERE STORMS AND FLOODING,2285892.0,2005-1639
2,4,2005,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2005-1640
11,5,2005,Nebraska,Lincoln,Severe Storm(s),SEVERE STORMS AND FLOODING,474849.0,2005-1641
10,7,2005,Alabama,Montgomery,Hurricane,HURRICANE DENNIS,1242731.0,2005-1642
29,3,2005,Maine,Augusta,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",345374.0,2005-1643
6,5,2005,Idaho,Boise,Flood,HEAVY RAINS AND FLOODING,407571.0,2005-1644
10,7,2005,Mississippi,Jackson,Hurricane,HURRICANE DENNIS,771497.0,2005-1645
7,7,2005,Florida,Tallahassee,Hurricane,HURRICANE DENNIS,4888341.0,2005-1646
1,6,2005,North Dakota,Bismarck,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION",174874.0,2005-1647
7,6,2005,South Dakota,Pierre,Severe Storm(s),SEVERE STORM,211687.0,2005-1648
24,8,2005,Florida,Tallahassee,Hurricane,HURRICANE KATRINA,4888341.0,2005-1649
5,7,2005,Louisiana,Baton Rouge,Severe Storm(s),TROPICAL STORM CINDY,1178677.0,2005-1650
29,8,2005,Louisiana,Baton Rouge,Hurricane,HURRICANE KATRINA,1178677.0,2005-1651
28,4,2005,Utah,Salt Lake City,Flood,FLOODING AND LANDSLIDES,718610.0,2005-1652
30,6,2005,Kansas,Topeka,Severe Storm(s),SEVERE STORMS AND FLOODING,741811.0,2005-1653
12,8,2005,Wyoming,Cheyenne,Tornado,TORNADO,146543.0,2005-1654
29,8,2005,Mississippi,Jackson,Hurricane,HURRICANE KATRINA,771497.0,2005-1655
29,8,2005,Alabama,Montgomery,Hurricane,HURRICANE KATRINA,1242731.0,2005-1656
23,9,2005,Texas,Austin,Hurricane,HURRICANE RITA ,6537846.0,2005-1657
23,9,2005,Louisiana,Baton Rouge,Hurricane,HURRICANE RITA ,1178677.0,2005-1658
11,9,2005,North Carolina,Raleigh,Hurricane,HURRICANE OPHELIA,2479226.0,2005-1659
23,10,2005,Florida,Tallahassee,Hurricane,HURRICANE WILMA,4888341.0,2005-1660
7,10,2005,New Hampshire,Concord,Severe Storm(s),SEVERE STORMS AND FLOODING,342282.0,2005-1661
6,11,2005,Indiana,Indianapolis,Tornado,TORNADO AND SEVERE STORMS,1685789.0,2005-1662
7,10,2005,Massachusetts,Boston,Severe Storm(s),SEVERE STORMS AND FLOODING,1702384.0,2005-1663
1,10,2005,Kansas,Topeka,Severe Storm(s),SEVERE STORMS AND FLOODING,741811.0,2005-1664
15,11,2005,Kentucky,Frankfort,Severe Storm(s),SEVERE STORMS AND TORNADOES ,1128235.0,2005-1665
22,9,2005,Alaska,Juneau,Severe Storm(s),"SEVERE FALL STORM, TIDAL SURGES, AND FLOODING",184660.0,2005-1666
27,11,2005,South Dakota,Pierre,Severe Storm(s),SEVERE WINTER STORM,211687.0,2005-1667
14,10,2005,Connecticut,Hartford,Severe Storm(s),SEVERE STORMS AND FLOODING,929265.0,2005-1668
27,11,2005,Minnesota,Saint Paul,Severe Storm(s),SEVERE WINTER STORM,1379021.0,2005-1669
27,11,2005,Oklahoma,Oklahoma City,Fire,EXTREME WILDFIRE THREAT,975351.0,2005-1670
27,11,2005,North Dakota,Bismarck,Severe Storm(s),SEVERE WINTER STORM,174874.0,2005-1671
27,11,2005,Texas,Austin,Fire,EXTREME WILDFIRE THREAT,6537846.0,2005-1672
27,11,2005,Kansas,Topeka,Severe Storm(s),SEVERE WINTER STORM,741811.0,2005-1673
27,11,2005,Nebraska,Lincoln,Severe Storm(s),SEVERE WINTER STORM,474849.0,2005-1674
15,12,2005,South Carolina,Columbia,Severe Ice Storm,SEVERE ICE STORM,1202595.0,2005-1675
17,12,2005,California,Sacramento,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",9686029.0,2005-1676
8,3,2006,Missouri,Jefferson City,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING",1557121.0,2006-1677
31,12,2005,Nevada,Carson City,Severe Storm(s),SEVERE STORMS AND FLOODING,702143.0,2005-1678
30,12,2005,Idaho,Boise,Severe Storm(s),SEVERE STORMS AND FLOODING,407571.0,2005-1679
18,12,2005,Oregon,Salem,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",996079.0,2005-1680
11,3,2006,Illinois,Springfield,Severe Storm(s),TORNADOES AND SEVERE STORMS,3335964.0,2006-1681
2,4,2006,Tennessee,Nashville,Severe Storm(s),SEVERE STORMS AND TORNADOES,1649987.0,2006-1682
27,1,2006,Washington,Olympia,Severe Storm(s),"SEVERE STORMS, FLOODING, TIDAL SURGE, LANDSLIDES, AND MUDSLIDES",1748380.0,2006-1683
1,4,2006,Arkansas,Little Rock,Severe Storm(s),SEVERE STORMS AND TORNADOES,758139.0,2006-1684
12,3,2006,Kansas,Topeka,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT LINE WINDS",741811.0,2006-1685
30,3,2006,Missouri,Jefferson City,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1557121.0,2006-1686
12,3,2006,Oklahoma,Oklahoma City,Severe Storm(s),SEVERE STORMS AND TORNADOES,975351.0,2006-1687
12,5,2006,Massachusetts,Boston,Severe Storm(s),SEVERE STORMS AND FLOODING,1702384.0,2006-1688
12,5,2006,New Hampshire,Concord,Severe Storm(s),SEVERE STORMS AND FLOODING,342282.0,2006-1689
30,3,2006,North Dakota,Bismarck,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION",174874.0,2006-1690
13,5,2006,Maine,Augusta,Severe Storm(s),SEVERE STORMS AND FLOODING,345374.0,2006-1691
29,3,2006,California,Sacramento,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",9686029.0,2006-1692
23,6,2006,Pennsylvania,Harrisburg,Severe Storm(s),"SEVERE STORMS, FLOODING, AND MUDSLIDES",3302619.0,2006-1693
30,3,2006,Minnesota,Saint Paul,Flood,FLOODING,1379021.0,2006-1694
18,4,2006,South Dakota,Pierre,Severe Storm(s),SEVERE WINTER STORM,211687.0,2006-1695
26,6,2006,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2006-1696
23,6,2006,Virginia,Richmond,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2080266.0,2006-1697
21,6,2006,Ohio,Columbus,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING",2999491.0,2006-1698
26,7,2006,New Mexico,Santa Fe,Severe Storm(s),SEVERE STORMS AND FLOODING,535387.0,2006-1699
27,7,2006,Ohio,Columbus,Severe Storm(s),"SEVERE STORMS, STRAIGHT LINE WINDS, AND FLOODING",2999491.0,2006-1700
23,6,2006,New Jersey,Trenton,Severe Storm(s),SEVERE STORMS AND FLOODING,2285892.0,2006-1701
22,6,2006,Maryland,Annapolis,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1501124.0,2006-1702
13,5,2006,Alaska,Juneau,Flood,SNOW MELT AND ICE JAM FLOODING,184660.0,2006-1703
27,7,2006,Texas,Austin,Severe Storm(s),SEVERE STORMS AND FLOODING,6537846.0,2006-1704
23,6,2006,Delaware,Dover,Severe Storm(s),SEVERE STORMS AND FLOODING,233463.0,2006-1705
25,7,2006,Arizona,Phoenix,Severe Storm(s),SEVERE STORMS AND FLOODING,1661924.0,2006-1706
29,8,2006,Virginia,Richmond,Severe Storm(s),"TROPICAL DEPRESSION ERNESTO, SEVERE STORMS AND FLOODING",2080266.0,2006-1707
16,10,2006,Louisiana,Baton Rouge,Severe Storm(s),SEVERE STORMS AND FLOODING,1178677.0,2006-1708
15,8,2006,Alaska,Juneau,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",184660.0,2006-1709
12,10,2006,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2006-1710
3,8,2006,Alaska,Juneau,Fire,FIRE,184660.0,2006-1711
12,9,2006,Indiana,Indianapolis,Severe Storm(s),SEVERE STORMS AND FLOODING,1685789.0,2006-1712
19,7,2006,Missouri,Jefferson City,Severe Storm(s),SEVERE STORMS,1557121.0,2006-1713
16,11,2006,New York,Albany,Severe Storm(s),SEVERE STORMS AND FLOODING,5038307.0,2006-1714
8,10,2006,Alaska,Juneau,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",184660.0,2006-1715
2,11,2006,Washington,Olympia,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1748380.0,2006-1716
19,12,2006,Nebraska,Lincoln,Severe Storm(s),SEVERE WINTER STORMS,474849.0,2006-1717
30,11,2006,Missouri,Jefferson City,Severe Storm(s),SEVERE WINTER STORMS,1557121.0,2006-1718
5,11,2006,Oregon,Salem,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",996079.0,2006-1719
28,12,2006,Kansas,Topeka,Severe Storm(s),SEVERE WINTER STORM,741811.0,2006-1720
12,1,2007,Missouri,Jefferson City,Severe Ice Storm,SEVERE WINTER STORMS AND FLOODING,1557121.0,2007-1721
28,12,2006,Oklahoma,Oklahoma City,Severe Storm(s),SEVERE WINTER STORM,975351.0,2006-1722
12,1,2007,Oklahoma,Oklahoma City,Severe Storm(s),SEVERE WINTER STORMS ,975351.0,2007-1723
1,2,2007,Florida,Tallahassee,Severe Storm(s),SEVERE STORMS AND TORNADOES,4888341.0,2007-1724
30,11,2006,Illinois,Springfield,Severe Ice Storm,SEVERE WINTER STORM,3335964.0,2006-1725
25,12,2006,Florida,Tallahassee,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4888341.0,2006-1726
14,12,2006,Washington,Olympia,Severe Storm(s),"SEVERE WINTER STORM, LANDSLIDES, AND MUDSLIDES",1748380.0,2006-1727
14,12,2006,Oregon,Salem,Severe Storm(s),SEVERE WINTER STORM AND FLOODING,996079.0,2006-1728
1,3,2007,Georgia,Atlanta,Severe Storm(s),SEVERE STORMS AND TORNADOES ,2518790.0,2007-1729
23,2,2007,Iowa,Des Moines,Severe Storm(s),SEVERE WINTER STORMS,792052.0,2007-1730
16,11,2006,Pennsylvania,Harrisburg,Severe Storm(s),SEVERE STORMS AND FLOODING,3302619.0,2006-1731
1,3,2007,Alabama,Montgomery,Severe Storm(s),SEVERE STORMS AND TORNADOES ,1242731.0,2007-1732
12,2,2007,Louisiana,Baton Rouge,Severe Storm(s),SEVERE STORMS AND TORNADOES,1178677.0,2007-1733
11,1,2007,California,Sacramento,Freezing,SEVERE FREEZE,9686029.0,2007-1734
14,4,2007,New York,Albany,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING,5038307.0,2007-1735
15,4,2007,Maine,Augusta,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING,345374.0,2007-1736
16,3,2007,Maine,Augusta,Flood,FLOODING,345374.0,2007-1737
23,3,2007,New Mexico,Santa Fe,Severe Storm(s),SEVERE STORMS AND TORNADOES,535387.0,2007-1738
14,4,2007,New Jersey,Trenton,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING,2285892.0,2007-1739
15,4,2007,New Hampshire,Concord,Severe Storm(s),SEVERE STORMS AND FLOODING,342282.0,2007-1740
