gglCountryAscii,gglAddressAscii,gglLat,gglLong
Arkansas,Chicot County,33.34195510000001,-91.2891036
Mississippi,Yazoo County,32.8078912,-90.3748354
Arkansas,Ashley County,33.156593900000004,-91.75388170000001
Arkansas,Sharp County,36.16759740000001,-91.443469
Tennessee,Cheatham County,36.184749,-87.10237459999998
Wisconsin,Waukesha County,43.0072599,-88.32393090000002
Massachusetts,Essex County,42.7051144,-70.90712359999998
Massachusetts,Hampden County,42.1172314,-72.6624209
Rhode Island,Newport County,41.5016969,-71.2399037
Massachusetts,Norfolk County,42.17668,-71.1448516
Rhode Island,Providence County,41.88815820000001,-71.4774291
Iowa,Emmet County,43.34943,-94.68637820000001
Nebraska,Sioux County,42.501287299999994,-103.7289167
Wisconsin,Ozaukee County,43.38194960000001,-87.61863790000002
Massachusetts,Dukes County,41.4039539,-70.66926550000002
Tennessee,Hickman County,35.80127969999999,-87.460397
Massachusetts,Barnstable County,41.69909579999999,-70.32091129999999
Nebraska,Dawes County,42.655173299999994,-103.0817903
Rhode Island,Bristol County,41.725789299999995,-71.3111773
Massachusetts,Nantucket County,41.2834704,-70.099451
Massachusetts,Middlesex County,42.467206,-71.2874209
Tennessee,Dickson County,36.1459799,-87.30161319999998
Iowa,Kossuth County,43.25133839999999,-94.2333355
Arkansas,Nevada County,33.6621386,-93.3388917
Rhode Island,Kent County,41.657914700000006,-71.71479509999998
Maine,Sagadahoc County,43.8171265,-69.7825531
Connecticut,Tolland County,41.8418987,-72.37846789999998
Maine,Kennebec County,44.4499153,-69.7038278
Maine,York County,43.41326970000001,-70.6702521
Maine,Oxford County,44.490689700000004,-70.7840564
Connecticut,New Haven County,41.32669110000001,-72.8042797
Massachusetts,Suffolk County,42.352286600000006,-71.0504229
Connecticut,New London County,41.518518900000004,-72.04681640000003
New Hampshire,Rockingham County,42.9931261,-71.04977679999998
Maine,Androscoggin County,44.19124160000001,-70.17070369999999
Washington,Ferry County,48.4718375,-118.49740690000002
New Hampshire,Strafford County,43.238329,-71.02360440000002
Iowa,Mitchell County,43.37107020000001,-92.8577105
Washington,Stevens County,48.4558249,-117.90599089999999
Iowa,Humboldt County,42.7482597,-94.19234000000002
Washington,Whitman County,46.836340299999996,-117.5887295
Connecticut,Hartford County,41.7924343,-72.8042797
Massachusetts,Worcester County,42.409652799999996,-71.85713309999998
Washington,Spokane County,47.65869300000001,-117.42254809999999
Iowa,Buena Vista County,42.67054520000001,-95.1432068
Connecticut,Windham County,41.8275622,-72.04681640000003
Washington,Pend Oreille County,48.43590649999999,-117.3173375
Iowa,Ida County,42.3418685,-95.4777811
Iowa,Dickinson County,43.4049388,-95.1849219
Iowa,Guthrie County,41.7530909,-94.47997600000001
Iowa,Palo Alto County,43.1580878,-94.645035
Iowa,Sac County,42.3573517,-95.1432068
Iowa,Page County,40.763509899999995,-95.1432068
Minnesota,Faribault County,43.6448766,-93.9878427
Iowa,Ringgold County,40.797381099999996,-94.315422
Iowa,Osceola County,43.3851953,-95.6037465
Iowa,Pocahontas County,42.6918039,-94.645035
Iowa,O'Brien County,43.1131245,-95.64579509999999
Minnesota,Goodhue County,44.4430251,-92.69838680000001
Minnesota,Blue Earth County,43.9505132,-93.9878427
Texas,Bell County,31.134411,-97.5247243
Minnesota,Waseca County,43.961388,-93.6623239
Texas,Gonzales County,29.483487800000002,-97.5247243
Texas,Robertson County,31.008000399999997,-96.4929797
Texas,Burleson County,30.450025699999998,-96.663812
Texas,Comal County,29.810557199999998,-98.22129790000001
Texas,Lampasas County,31.273768199999996,-98.22129790000001
Texas,Austin County,29.8711291,-96.2800864
Iowa,Wright County,42.7273744,-93.6623239
Texas,Bastrop County,30.0458708,-97.3516558
Texas,Rusk County,32.1741887,-94.8105955
Texas,Coleman County,31.7320219,-99.45615500000001
Texas,Llano County,30.69252800000001,-98.7481167
Minnesota,Rice County,44.2749995,-93.3388917
Texas,Aransas County,28.076126199999997,-96.96386240000001
Texas,Burnet County,30.7270349,-98.22129790000001
Texas,Hays County,30.0537607,-98.0028892
Minnesota,Steele County,43.9758523,-93.1779659
Texas,Gillespie County,30.31499299999999,-98.9245343
Texas,Refugio County,28.346533899999997,-97.1359377
Minnesota,Olmsted County,43.995179,-92.3813621
Texas,Fort Bend County,29.5692614,-95.8142885
Minnesota,Freeborn County,43.6656285,-93.3388917
Minnesota,Mower County,43.6824988,-92.69838680000001
Texas,DeWitt County,29.123519399999996,-97.3516558
Texas,Milam County,30.809264199999998,-96.9795011
Texas,Kerr County,30.094530499999998,-99.45615500000001
Minnesota,Fillmore County,43.69562979999999,-92.0665197
Texas,Coryell County,31.477435800000002,-97.87216
Texas,Matagorda County,28.8204837,-95.98325770000001
Texas,Brazos County,30.6504141,-96.32260720000001
Texas,Travis County,30.2097015,-97.6982272
Texas,Williamson County,30.7591685,-97.6982272
Vermont,Windsor County,43.4369244,-72.61511689999998
New Jersey,Atlantic County,39.53333789999999,-74.6868815
Maine,Waldo County,44.51068370000001,-69.20778960000001
Texas,Tyler County,30.7324447,-94.315422
New Jersey,Cape May County,39.105884,-74.8273184
Maine,Somerset County,45.5913402,-69.9999212
New Jersey,Ocean County,39.965255299999995,-74.31182120000003
Texas,Zavala County,28.880126399999998,-99.7232673
Delaware,Sussex County,38.65308410000001,-75.4344727
Illinois,La Salle County,41.43639870000001,-88.94138650000002
Maine,Piscataquis County,45.70498569999999,-69.3375071
New Jersey,Monmouth County,40.2589455,-74.12399599999998
Virginia,Bath County,38.111733,-79.6502105
Virginia,Craig County,37.44658950000001,-80.23213129999998
Virginia,Accomack County,37.7063323,-75.80690820000002
Virginia,Amherst County,37.5588285,-79.1096901
Virginia,Nelson County,37.7478599,-78.8835548
Virginia,Botetourt County,37.577461299999996,-79.7848422
Virginia,Augusta County,38.20045620000001,-79.24511489999998
Virginia,Roanoke County,37.2467123,-80.1205256
Minnesota,Chippewa County,45.05200410000001,-95.55564100000001
Texas,Carson County,35.4578717,-101.4339148
Ohio,Portage County,41.18875720000001,-81.2518833
Ohio,Van Wert County,40.871234,-84.56414699999998
Minnesota,Yellow Medicine County,44.7380445,-95.85648640000001
Minnesota,Nobles County,43.71969319999999,-95.8142885
Virginia,Patrick County,36.688625200000004,-80.32131059999998
South Dakota,Deuel County,44.7311414,-96.663812
Ohio,Lorain County,41.4116881,-82.12783999999998
Virginia,Rappahannock County,38.67623270000001,-78.1564432
Virginia,Pittsylvania County,36.7440186,-79.4703885
South Dakota,Moody County,43.9779303,-96.663812
South Dakota,Hamlin County,44.699871200000004,-97.17902600000001
Ohio,Ottawa County,41.6268435,-82.99316069999998
Ohio,Lucas County,41.6894388,-83.37893890000002
New Mexico,Lea County,32.8968816,-103.3587288
Minnesota,Lyon County,44.3981292,-95.8987139
Ohio,Auglaize County,40.5781556,-84.35420490000001
Virginia,Rockbridge County,37.8062214,-79.5153773
Texas,Hutchinson County,35.8031909,-101.4339148
Ohio,Geauga County,41.4641521,-81.20781640000001
Minnesota,Lac qui Parle County,45.05626760000001,-96.2006981
South Dakota,Brookings County,44.4211592,-96.8350999
South Dakota,Harding County,45.54826660000001,-103.5995692
Minnesota,Renville County,44.66744449999999,-94.97665400000001
Ohio,Summit County,41.091899100000006,-81.5596427
Ohio,Erie County,41.43498820000001,-82.4752757
Minnesota,Redwood County,44.3516109,-95.3102505
Ohio,Cuyahoga County,41.433923,-81.67582
South Dakota,Miner County,44.0643951,-97.6982272
Ohio,Mercer County,40.59405479999999,-84.68974949999998
Minnesota,Kandiyohi County,45.11445519999999,-95.01558359999999
Texas,Moore County,35.8446761,-101.8891721
Ohio,Wood County,41.34784579999999,-83.67739279999998
South Dakota,Kingsbury County,44.37773110000001,-97.5247243
Ohio,Medina County,41.080133000000004,-81.9534815
Florida,DeSoto County,27.214207799999997,-81.77870209999998
Florida,Charlotte County,26.894600899999997,-81.909826
Nebraska,Otoe County,40.675971000000004,-96.1102943
Nebraska,Nemaha County,40.4074745,-95.8142885
Florida,Manatee County,27.4799195,-82.34518899999998
Louisiana,Jefferson Davis Parish,30.267234600000002,-92.8178291
California,Shasta County,40.7908864,-121.84744930000001
Texas,Swisher County,34.55327570000001,-101.7979613
Louisiana,Pointe Coupee Parish,30.6102166,-91.5983959
Texas,Deaf Smith County,35.0017354,-102.5298028
Texas,Castro County,34.498504700000005,-102.3463875
Louisiana,East Feliciana Parish,30.845894800000003,-91.0203224
Louisiana,Washington Parish,30.80392599999999,-90.0746767
Texas,Lynn County,33.144640100000004,-101.7979613
Florida,Sarasota County,27.1995986,-82.34518899999998
Nebraska,Richardson County,40.08980250000001,-95.64579509999999
Texas,Dickens County,33.5985109,-100.70978670000001
Texas,Cochran County,33.564380299999996,-102.8975098
Louisiana,Allen Parish,30.5887484,-92.8577105
Louisiana,Calcasieu Parish,30.208928600000004,-93.3388917
Louisiana,Lafayette Parish,30.189514199999998,-92.027319
Wisconsin,Waushara County,44.131312799999996,-89.20867729999998
Louisiana,Acadia Parish,30.2297347,-92.3813621
Louisiana,Jefferson Parish,29.6498691,-90.1120696
Louisiana,St. Landry Parish,30.603653499999997,-92.0665197
California,Calaveras County,38.1960477,-120.6805037
Texas,Parmer County,34.4604292,-102.71351209999999
Louisiana,East Baton Rouge Parish,30.5693593,-91.09694
Nebraska,Nuckolls County,40.110932,-98.0465185
Texas,Lubbock County,33.675362400000004,-101.7979613
Louisiana,Iberia Parish,29.924698,-91.736137
Louisiana,Tangipahoa Parish,30.6194521,-90.3748354
Louisiana,West Feliciana Parish,30.842312300000003,-91.40482490000001
Texas,Hockley County,33.6212592,-102.3463875
Texas,Midland County,31.8781368,-101.9804613
Louisiana,Plaquemines Parish,29.324004499999997,-89.4742177
Texas,Bailey County,34.0913057,-102.8975098
Texas,Briscoe County,34.526178,-101.16173559999999
Florida,Collier County,26.069985,-81.42789839999998
Louisiana,St. Helena Parish,30.802186600000002,-90.6773046
Texas,Dawson County,32.7717423,-101.9804613
Florida,Broward County,26.190096,-80.365865
Louisiana,Evangeline Parish,30.78217810000001,-92.3813621
Louisiana,West Baton Rouge Parish,30.4751202,-91.3276422
Louisiana,St. Bernard Parish,29.843187,-89.757965
Louisiana,Ascension Parish,30.2017295,-90.9438468
Texas,Garza County,33.1955897,-101.25237920000001
Louisiana,Cameron Parish,29.843443599999997,-93.1779659
Louisiana,Vermilion Parish,29.8601413,-92.3813621
Texas,Crosby County,33.550000399999995,-101.25237920000001
Texas,Lamb County,34.148615299999996,-102.3463875
Texas,Borden County,32.82331080000001,-101.4339148
Texas,Gaines County,32.6987519,-102.71351209999999
Texas,Yoakum County,33.211470299999995,-102.8975098
Texas,Terry County,33.090965399999995,-102.3463875
Mississippi,Jefferson Davis County,31.58252809999999,-89.81303559999998
Mississippi,Leake County,32.807350899999996,-89.4742177
Wisconsin,Pepin County,44.64511829999999,-92.027319
Florida,Pinellas County,27.876394,-82.7778579
Mississippi,Rankin County,32.2653668,-89.9253233
Mississippi,Neshoba County,32.8057157,-89.1705998
Georgia,Lumpkin County,34.5813972,-83.9744262
Wisconsin,Trempealeau County,44.23975919999999,-91.36621600000001
Florida,Duval County,30.350051099999998,-81.6035062
Mississippi,Attala County,33.1683267,-89.62516459999998
Mississippi,Noxubee County,33.1605608,-88.55653099999998
Florida,Nassau County,30.592733399999997,-81.82243620000001
Georgia,Spalding County,33.2636732,-84.31212640000003
Georgia,Taliaferro County,33.56978780000001,-82.88559609999999
Georgia,Wilkes County,33.808264,-82.7778579
New York,Westchester County,41.1220194,-73.7948516
New Jersey,Hudson County,40.7453199,-74.05351259999998
California,Contra Costa County,37.8534093,-121.90179540000001
California,Lassen County,40.53943889999999,-120.71200230000001
New Jersey,Bergen County,40.926276200000004,-74.07701
California,Del Norte County,41.7076287,-123.9659708
New Jersey,Salem County,39.5848777,-75.38785250000002
Arizona,Navajo County,35.4019765,-110.1402594
California,Modoc County,41.4565165,-120.62936599999999
California,Alpine County,38.5940736,-119.88152029999999
Arizona,Cochise County,31.82845799999999,-109.94968600000001
New York,Rockland County,41.1489458,-73.98300290000002
Arizona,Yuma County,32.6527533,-113.9536466
Arizona,Apache County,35.5313224,-109.3783206
New York,New York County,40.783060299999995,-73.9712488
Arizona,Greenlee County,33.2405598,-109.28315309999999
California,Plumas County,39.99268319999999,-120.80394740000001
California,Siskiyou County,41.7743261,-122.57701259999999
Georgia,Bartow County,34.2660473,-84.8150781
California,Sierra County,39.5532845,-120.2512728
Florida,Hendry County,26.610531899999994,-81.0754657
Florida,Volusia County,29.0279842,-81.0754657
Florida,Levy County,29.3178545,-82.82097399999998
Florida,Gilchrist County,29.6871128,-82.82097399999998
Florida,Wakulla County,30.1301689,-84.35420490000001
Florida,Hernando County,28.5578826,-82.4752757
Florida,Alachua County,29.6579549,-82.3017728
Florida,Pasco County,28.3232418,-82.4319405
Florida,Dixie County,29.5207227,-83.1649001
Florida,Suwannee County,30.24850959999999,-82.99316069999998
Florida,Citrus County,28.884884200000002,-82.51858370000002
Nebraska,Saunders County,41.168563,-96.663812
Nebraska,Seward County,40.9078649,-97.0984646
Nebraska,Merrick County,41.2031926,-98.0028892
Florida,Glades County,26.984415000000002,-81.0754657
Oregon,Clackamas County,45.2023855,-122.11889450000001
Oregon,Yamhill County,45.17719829999999,-123.23953030000001
Oklahoma,Mayes County,36.2322429,-95.3102505
Oklahoma,Wagoner County,35.91923970000001,-95.5197394
Missouri,Ste. Genevieve County,37.8934532,-90.2244662
Oklahoma,Kiowa County,34.9742541,-98.9245343
Missouri,St. Charles County,38.7338885,-90.8294002
Oklahoma,Blaine County,35.8825489,-98.3964938
Oklahoma,Kay County,36.8234478,-97.17902600000001
Oklahoma,Nowata County,36.7344388,-95.64579509999999
Oklahoma,Alfalfa County,36.7435919,-98.3964938
Oklahoma,Creek County,35.8362494,-96.32260720000001
Maine,Aroostook County,46.819941,-68.4766064
Missouri,Ralls County,39.55823510000001,-91.5983959
Oklahoma,Dewey County,36.017265,-98.9245343
Vermont,Addison County,44.119729299999996,-73.164338
Oklahoma,Canadian County,35.5593784,-98.0465185
Maine,Penobscot County,45.3230777,-68.58067270000001
Oklahoma,Grady County,35.0472662,-97.87216
Missouri,St. Louis County,38.6103023,-90.4125181
Oklahoma,Okfuskee County,35.4878871,-96.32260720000001
Oklahoma,Tulsa County,36.15934710000001,-95.940971
Vermont,Grand Isle County,44.859592799999994,-73.29572990000001
Oklahoma,Major County,36.34796710000001,-98.52816130000001
New Mexico,McKinley County,35.71524720000001,-108.2377519
Oklahoma,Woods County,36.71818620000001,-98.7481167
Minnesota,Big Stone County,45.4932045,-96.4724
New Mexico,Catron County,34.151517299999995,-108.4276047
Oklahoma,Woodward County,36.413792,-99.3673084
Minnesota,Aitkin County,46.618543300000006,-93.4536692
Minnesota,Carver County,44.82543099999999,-93.78415030000001
Minnesota,Pipestone County,43.9973355,-96.32260720000001
Minnesota,Kittson County,48.7563083,-96.865445
Minnesota,Mahnomen County,47.38117370000001,-95.797516
Minnesota,Sibley County,44.5502089,-94.1513764
Minnesota,Dakota County,44.731553999999996,-93.1779659
Minnesota,Otter Tail County,46.518943500000006,-95.89359830000001
Oklahoma,Washita County,35.3234027,-98.9245343
New Mexico,Hidalgo County,31.93552,-108.7125791
Minnesota,Wabasha County,44.3020812,-92.2236667
Minnesota,Traverse County,45.8030256,-96.365147
Minnesota,Meeker County,45.1353179,-94.51505429999999
Minnesota,Watonwan County,43.93230910000001,-94.47997600000001
Minnesota,Ramsey County,44.996398600000006,-93.0615978
Minnesota,Becker County,46.9164628,-95.7036557
Minnesota,Cottonwood County,44.04886920000001,-95.3102505
Minnesota,Norman County,47.3416805,-96.53130920000001
Minnesota,Swift County,45.23156510000001,-95.7196042
Minnesota,Le Sueur County,44.461555,-93.9151438
Minnesota,Winona County,44.006499,-91.75388170000001
Minnesota,Roseau County,48.7249475,-95.98205240000001
Minnesota,Nicollet County,44.357285499999996,-94.2743628
Minnesota,McLeod County,44.8440016,-94.315422
Wisconsin,Dunn County,44.909416,-91.9099238
Wisconsin,Marquette County,43.865322,-89.3226954
Wisconsin,Fond du Lac County,43.700837899999996,-88.24611829999998
Wisconsin,Milwaukee County,43.038794900000006,-87.9065334
Wisconsin,Kenosha County,42.568246,-88.04502600000002
Wisconsin,Green Lake County,43.863116999999995,-89.0179332
Wisconsin,Eau Claire County,44.7683909,-91.2891036
Missouri,Caldwell County,39.6660775,-93.9878427
Missouri,Barton County,37.4748791,-94.315422
Missouri,Gasconade County,38.4335915,-91.48214820000001
Wisconsin,Waupaca County,44.4705941,-89.0179332
Missouri,Chariton County,39.53015170000001,-93.0175712
Missouri,Cole County,38.5052486,-92.26303929999999
Missouri,Audrain County,39.221953000000006,-91.9099238
Missouri,Howell County,36.8527979,-91.9099238
Wisconsin,Shawano County,44.7683909,-88.71089640000002
Missouri,Cooper County,38.8693247,-92.8577105
Missouri,Christian County,36.99764400000001,-93.1779659
Missouri,Andrew County,39.9637436,-94.8105955
Wisconsin,Price County,45.75116660000001,-90.46221440000001
Missouri,Hickory County,37.974724200000004,-93.2986106
Missouri,Cape Girardeau County,37.3821319,-89.62516459999998
Wisconsin,Menominee County,44.88577919999999,-88.6507943
Missouri,Barry County,36.6345264,-93.82482409999999
Wisconsin,Marathon County,44.850452000000004,-89.8505012
Missouri,Atchison County,40.423896000000006,-95.4777811
Wisconsin,Racine County,42.742202,-88.071744
Missouri,Camden County,38.0322944,-92.69838680000001
Missouri,Holt County,40.0704458,-95.1849219
Missouri,Gentry County,40.1406981,-94.47997600000001
Wisconsin,St. Croix County,45.0497844,-92.3875695
Wisconsin,La Crosse County,43.8617023,-91.135302
Missouri,McDonald County,36.617812,-94.315422
Missouri,Laclede County,37.6965235,-92.539603
Missouri,Maries County,38.1738674,-91.949021
Missouri,Ray County,39.3354791,-93.9878427
Missouri,Taney County,36.657637799999996,-93.0175712
Missouri,Mississippi County,36.8661576,-89.3226954
Missouri,Pemiscot County,36.2195399,-89.81303559999998
Missouri,New Madrid County,36.5227538,-89.77553379999998
Missouri,Schuyler County,40.4857709,-92.4999918
Missouri,Phelps County,37.8806538,-91.75388170000001
Missouri,Stoddard County,36.86805579999999,-89.9253233
Missouri,Nodaway County,40.2907281,-94.8105955
Iowa,Appanoose County,40.680610200000004,-92.8577105
Missouri,St. Francois County,37.7652755,-90.4879916
Missouri,Ozark County,36.6720061,-92.3813621
Missouri,Saline County,39.194356400000004,-93.1779659
Iowa,Allamakee County,43.243075399999995,-91.443469
Missouri,Scotland County,40.492146500000004,-92.1843285
Missouri,Pettis County,38.6893153,-93.3388917
Missouri,Texas County,37.3673645,-91.9099238
Iowa,Davis County,40.6913838,-92.3813621
Iowa,Dubuque County,42.4694679,-90.8294002
Iowa,Poweshiek County,41.6530119,-92.539603
Illinois,Alexander County,37.1670164,-89.3606298
Illinois,Cook County,41.737658700000004,-87.697554
Illinois,McHenry County,42.303999299999994,-88.4016041
Illinois,Jersey County,39.07047539999999,-90.3748354
Illinois,Rock Island County,41.39982089999999,-90.563609
Illinois,Massac County,37.2478298,-88.7493998
Illinois,Ogle County,41.9969811,-89.3226954
Nebraska,Burt County,41.8252059,-96.32260720000001
South Dakota,Bon Homme County,42.9814835,-97.87216
Nebraska,Furnas County,40.12139699999999,-99.9912254
South Dakota,Aurora County,43.6983477,-98.5721016
Nebraska,Harlan County,40.1665848,-99.45615500000001
Nebraska,Hayes County,40.50707970000001,-101.07117579999999
Illinois,Whiteside County,41.7605503,-89.8505012
Nebraska,Greeley County,41.520540999999994,-98.5721016
South Dakota,Campbell County,45.84151,-100.06767090000001
Illinois,Stephenson County,42.31448899999999,-89.62516459999998
Nebraska,Kearney County,40.5328331,-98.9245343
Nebraska,Gosper County,40.4604851,-99.8124935
Nebraska,Frontier County,40.5744778,-100.3497895
South Dakota,Beadle County,44.4797351,-98.22129790000001
Nebraska,Dundy County,40.13061210000001,-101.61577729999999
South Dakota,Charles Mix County,43.0985109,-98.3964938
South Dakota,Corson County,45.76233329999999,-101.690976
South Dakota,Edmunds County,45.458626,-99.181873
South Dakota,Davison County,43.7242124,-98.22129790000001
South Dakota,McPherson County,45.7555982,-99.2784129
South Dakota,Day County,45.4167482,-97.7023716
South Dakota,Jerauld County,44.0364698,-98.6160674
South Dakota,Gregory County,43.198313299999995,-99.10134980000001
South Dakota,Codington County,44.9953593,-97.2348746
South Dakota,Hand County,44.494661,-99.0128926
Kansas,Ness County,38.4769509,-99.9912254
South Dakota,Hanson County,43.6082107,-97.6982272
Kansas,Cloud County,39.4795571,-97.6982272
Kansas,Hodgeman County,38.1429747,-99.9912254
Kansas,Rooks County,39.363850899999996,-99.2785583
South Dakota,Turner County,43.33555629999999,-97.17902600000001
South Dakota,Minnehaha County,43.6631787,-96.8350999
Kansas,Harvey County,38.0025215,-97.3516558
Kansas,Riley County,39.368647499999994,-96.8350999
Kansas,Lane County,38.429488799999994,-100.5296115
Kansas,Shawnee County,39.092844899999996,-95.8142885
Kansas,Morris County,38.714483200000004,-96.663812
South Dakota,Ziebach County,44.8481045,-101.702202
South Dakota,McCook County,43.6310744,-97.3516558
Kansas,Ellsworth County,38.615225,-98.22129790000001
Kansas,Reno County,37.9569553,-98.0465185
South Dakota,Sanborn County,44.0403291,-98.0465185
Kansas,Doniphan County,39.824562799999995,-95.1849219
Kansas,Osborne County,39.4051157,-98.7481167
South Dakota,Roberts County,45.611639000000004,-97.03357709999999
South Dakota,Spink County,44.844023,-98.3516918
Kansas,Jewell County,39.7720227,-98.22129790000001
Kansas,Geary County,38.9984685,-96.7922355
Kansas,Republic County,39.807989,-97.6982272
South Dakota,Yankton County,43.016179,-97.3516558
Kansas,Leavenworth County,39.17130750000001,-95.018246
Kansas,Sheridan County,39.3470831,-100.439656
North Dakota,Cavalier County,48.8103752,-98.4781106
North Dakota,Barnes County,46.926176,-98.1222338
North Dakota,Divide County,48.80561540000001,-103.582951
North Dakota,Dickey County,46.1265285,-98.45543990000002
North Dakota,Benson County,48.088634000000006,-99.4648442
Kansas,Trego County,38.9900316,-99.8124935
North Dakota,Burleigh County,47.0448552,-100.5049676
North Dakota,Eddy County,47.6963964,-98.8871816
Kansas,Sumner County,37.2236052,-97.61142170000001
Kansas,Wyandotte County,39.0986811,-94.76915859999998
Kansas,Stafford County,38.0749046,-98.7481167
North Dakota,Oliver County,47.1217918,-101.342985
North Dakota,LaMoure County,46.4284976,-98.5457951
North Dakota,Rolette County,48.698151700000004,-99.8791166
North Dakota,Grand Forks County,48.00378189999999,-97.3594525
North Dakota,Traill County,47.4636775,-97.1256368
Missouri,Reynolds County,37.378663,-90.9820668
North Dakota,Ransom County,46.4937656,-97.62579190000001
North Dakota,Griggs County,47.3876664,-98.2554295
North Dakota,Morton County,46.66838720000001,-101.16217359999999
North Dakota,Hettinger County,46.3771987,-102.4557007
North Dakota,Sargent County,46.1089195,-97.6152418
North Dakota,Williams County,48.432044,-103.2923954
Missouri,Bollinger County,37.2115595,-90.0746767
Oregon,Klamath County,42.69527670000001,-121.61421329999999
North Dakota,Walsh County,48.3777874,-97.7528872
North Dakota,Stutsman County,46.939184000000004,-98.9909139
Missouri,Iron County,37.551518200000004,-90.6773046
Missouri,Dent County,37.544666,-91.443469
North Dakota,Kidder County,46.8766313,-99.7506856
North Carolina,Dare County,35.881929,-75.770014
Missouri,Oregon County,36.687008899999995,-91.443469
North Dakota,Stark County,46.82500039999999,-102.6554727
North Dakota,Emmons County,46.206131799999994,-100.29530390000001
Missouri,Shannon County,37.2028249,-91.443469
North Dakota,Towner County,48.7485974,-99.27611040000001
North Dakota,Pembina County,48.7199939,-97.4487964
Tennessee,Maury County,35.6195242,-87.14228949999998
Tennessee,Meigs County,35.519359,-84.79420909999997
Mississippi,Tunica County,34.6407083,-90.4125181
Tennessee,Crockett County,35.7812386,-89.1324866
Tennessee,Haywood County,35.59385800000001,-89.26212159999999
Tennessee,McMinn County,35.40370479999999,-84.64791240000002
Tennessee,Cannon County,35.8070317,-86.05296039999998
Tennessee,Davidson County,36.1342563,-86.8220341
Tennessee,Giles County,35.0894745,-86.9824288
Tennessee,Chester County,35.4270939,-88.6723578
Tennessee,Hardeman County,35.1229172,-89.0179332
Tennessee,McNairy County,35.1183208,-88.55653099999998
Tennessee,Overton County,36.38803460000001,-85.31362179999998
Tennessee,Trousdale County,36.396384999999995,-86.15482689999996
Tennessee,Sequatchie County,35.346942799999994,-85.39627689999998
Tennessee,Rutherford County,35.7724263,-86.3376761
Tennessee,Pickett County,36.5541091,-85.14793639999998
Tennessee,Weakley County,36.3428865,-88.71089640000002
Tennessee,Wilson County,36.1626241,-86.2970998
Pennsylvania,Clearfield County,40.9519685,-78.5660852
Pennsylvania,Centre County,40.8765649,-77.8367282
Pennsylvania,Luzerne County,41.14043529999999,-75.9927652
Pennsylvania,Bucks County,40.410796399999995,-75.2479061
Pennsylvania,Northumberland County,40.86743389999999,-76.68747009999998
Pennsylvania,Montour County,41.02623029999999,-76.68747009999998
Pennsylvania,Allegheny County,40.4450813,-80.0087746
Pennsylvania,Mifflin County,40.652279,-77.6077865
Pennsylvania,Berks County,40.345156599999996,-75.9927652
Pennsylvania,Lackawanna County,41.442119899999994,-75.5742467
Pennsylvania,Northampton County,40.7749283,-75.294569
Pennsylvania,Beaver County,40.6367812,-80.365865
Pennsylvania,Lebanon County,40.3666686,-76.50257420000001
Pennsylvania,Dauphin County,40.2734277,-76.7336521
Pennsylvania,Lehigh County,40.6519679,-75.5742467
Pennsylvania,Cambria County,40.4894231,-78.74762079999998
Pennsylvania,Armstrong County,40.8790518,-79.4703885
Pennsylvania,Lycoming County,41.272000399999996,-77.10249019999998
Pennsylvania,Carbon County,40.901975,-75.66735600000001
Pennsylvania,Philadelphia County,40.0152766,-75.1311874
Pennsylvania,Susquehanna County,41.745553,-75.80690820000002
Pennsylvania,Snyder County,40.750748,-77.0564464
Pennsylvania,Schuylkill County,40.6873058,-76.17837390000003
Pennsylvania,Wyoming County,41.500470299999996,-76.03919090000002
Pennsylvania,Westmoreland County,40.2353963,-79.4703885
Virginia,Highland County,38.3999743,-79.60528839999998
Georgia,Habersham County,34.647889299999996,-83.54965659999998
Virginia,Appomattox County,37.402489,-78.792953
Virginia,Hanover County,37.7772071,-77.51607879999997
Virginia,Prince Edward County,37.1982888,-78.42971870000002
Virginia,Caroline County,38.044555700000004,-77.28648790000003
Virginia,Spotsylvania County,38.204165,-77.6077865
Tennessee,Sevier County,35.8271682,-83.5070203
Virginia,Fauquier County,38.7208787,-77.79097759999998
Tennessee,Hamblen County,36.2054334,-83.29340859999998
Virginia,Albemarle County,38.0567092,-78.61149990000001
Tennessee,Hawkins County,36.444554499999995,-82.95015579999998
Virginia,Buckingham County,37.507008000000006,-78.5660852
Virginia,Fluvanna County,37.85328629999999,-78.24761459999998
Tennessee,Grainger County,36.3059333,-83.54965659999998
Virginia,Goochland County,37.74159969999999,-77.973865
Georgia,Rabun County,34.9027286,-83.37893890000002
Georgia,Pickens County,34.4497166,-84.45927009999998
Virginia,Culpeper County,38.491821,-77.973865
Tennessee,Cocke County,35.93595170000001,-83.12200740000002
Tennessee,Unicoi County,36.073032,-82.51858370000002
Illinois,De Witt County,40.181036299999995,-88.90306
Michigan,Schoolcraft County,46.0693515,-86.1903622
Illinois,Sangamon County,39.73373529999999,-89.62516459999998
Michigan,Gogebic County,46.4392785,-89.92147399999998
Michigan,Charlevoix County,45.209472,-85.004834
South Dakota,Potter County,45.0875052,-99.99042850000001
Michigan,Mackinac County,46.02337199999999,-84.9963081
South Dakota,Sully County,44.77976470000001,-100.0681792
Michigan,Houghton County,47.1211215,-88.5694012
Illinois,Menard County,40.022136100000004,-89.81303559999998
Michigan,Cheboygan County,45.54722570000001,-84.56362829999998
