Day,Month,Year,gglCountry,gglAddress,Type,SubType,TotAffected,DisasterID
9,6,2003,Nebraska,Jefferson County,Severe Storm(s),SEVERE STORMS AND TORNADOES,21758.36,
13,6,2003,Florida,Charlotte County,Severe Storm(s),SEVERE STORMS AND FLOODING,3272.36,
21,7,2003,Ohio,Carroll County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",7810.92,
21,7,2003,Pennsylvania,Venango County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",14295.84,
21,7,2003,Ohio,Stark County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",97652.36,
13,6,2003,Florida,Dixie County,Severe Storm(s),SEVERE STORMS AND FLOODING,4269.72,
9,6,2003,Nebraska,Holt County,Severe Storm(s),SEVERE STORMS AND TORNADOES,2713.1,
21,7,2003,Ohio,Vinton County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",3493.1,
24,6,2003,North Dakota,Barnes County,Severe Storm(s),SEVERE STORMS AND HIGH WINDS,2877.160000000001,
9,6,2003,Nebraska,Greeley County,Severe Storm(s),SEVERE STORMS AND TORNADOES,659.88,
21,7,2003,Tennessee,Shelby County,Severe Storm(s),"SEVERE STORMS, HIGH WINDS, AND HEAVY RAIN",6616.480000000001,
9,6,2003,Nebraska,Stanton County,Severe Storm(s),SEVERE STORMS AND TORNADOES,1593.54,
21,7,2003,Pennsylvania,Potter County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",31478.98,
21,7,2003,Ohio,Monroe County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",11614.98,
13,6,2003,Florida,Hernando County,Severe Storm(s),SEVERE STORMS AND FLOODING,44922.28,
21,7,2003,New York,Columbia County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",14776.58,
21,7,2003,Pennsylvania,Clarion County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",10396.88,
9,6,2003,Nebraska,Perkins County,Severe Storm(s),SEVERE STORMS AND TORNADOES,775.32,
9,6,2003,Nebraska,Platte County,Severe Storm(s),SEVERE STORMS AND TORNADOES,2253.42,
21,7,2003,Ohio,Franklin County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",20322.38,
21,7,2003,Ohio,Mahoning County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",62093.98,
21,7,2003,Pennsylvania,Wyoming County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",6186.96,
13,6,2003,Florida,DeSoto County,Severe Storm(s),SEVERE STORMS AND FLOODING,41925.52,
21,7,2003,New York,Cattaraugus County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",20882.42,
21,7,2003,Ohio,Trumbull County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",54681.12,
13,6,2003,Florida,Pasco County,Severe Storm(s),SEVERE STORMS AND FLOODING,120821.22,
13,6,2003,Florida,Taylor County,Severe Storm(s),SEVERE STORMS AND FLOODING,5379.14,
21,7,2003,Pennsylvania,McKean County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",11297.0,
9,6,2003,Nebraska,Thayer County,Severe Storm(s),SEVERE STORMS AND TORNADOES,1359.28,
21,7,2003,Ohio,Portage County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",18204.94,
21,7,2003,New York,Delaware County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",145334.54,
13,6,2003,Florida,Manatee County,Severe Storm(s),SEVERE STORMS AND FLOODING,83936.58,
21,7,2003,Pennsylvania,Forest County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2419.04,
21,7,2003,Pennsylvania,Lackawanna County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",55753.62,
9,6,2003,Nebraska,McPherson County,Severe Storm(s),SEVERE STORMS AND TORNADOES,639.34,
21,7,2003,Ohio,Cuyahoga County,Tornado,"TORNADOES, FLOODING, SEVERE STORMS, AND HIGH WINDS",332831.72000000003,
21,7,2003,Pennsylvania,Wayne County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",11045.06,
21,7,2003,New York,Rensselaer County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",41451.54,
21,7,2003,New York,Wyoming County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",6186.96,
21,7,2003,New York,Greene County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",4784.78,
26,8,2003,Indiana,Grant County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",13314.08,
21,7,2003,New York,Ontario County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",28062.06,
21,7,2003,New York,Yates County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",6590.480000000001,
21,7,2003,New York,Steuben County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",25737.4,
21,7,2003,New York,Livingston County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",17002.18,
21,7,2003,New York,Madison County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",3460.08,
21,7,2003,New York,Schuyler County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",4769.18,
26,8,2003,Indiana,Blackford County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",3319.160000000001,
21,7,2003,New York,Montgomery County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",24541.92,
21,7,2003,New York,Sullivan County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",40773.98,
26,8,2003,Indiana,Greene County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4784.78,
26,8,2003,Indiana,Clay County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2440.36,
26,8,2003,Indiana,Henry County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",14079.26,
18,9,2003,North Carolina,Bladen County,Hurricane,HURRICANE ISABEL,9149.4,
18,9,2003,North Carolina,Columbus County,Hurricane,HURRICANE ISABEL,15105.48,
18,9,2003,North Carolina,Lenoir County,Hurricane,HURRICANE ISABEL,15468.7,
18,9,2003,North Carolina,Onslow County,Hurricane,HURRICANE ISABEL,46220.72,
26,8,2003,Indiana,Hendricks County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",37816.48,
26,8,2003,Indiana,Marion County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",14668.68,
18,9,2003,North Carolina,Chowan County,Hurricane,HURRICANE ISABEL,3846.18,
18,9,2003,North Carolina,Dare County,Hurricane,HURRICANE ISABEL,8819.2,
18,9,2003,North Carolina,Northampton County,Hurricane,HURRICANE ISABEL,3221.1400000000012,
18,9,2003,North Carolina,Pender County,Hurricane,HURRICANE ISABEL,13576.42,
21,7,2003,Vermont,Windsor County,Severe Storm(s),SEVERE STORMS AND FLOODING,14734.2,
26,8,2003,Indiana,Randolph County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",7645.3,
18,9,2003,North Carolina,Harnett County,Hurricane,HURRICANE ISABEL,29816.28,
18,9,2003,North Carolina,Franklin County,Hurricane,HURRICANE ISABEL,20322.38,
26,8,2003,Indiana,Delaware County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",145334.54,
18,9,2003,North Carolina,Tyrrell County,Hurricane,HURRICANE ISABEL,1145.82,
18,9,2003,North Carolina,Bertie County,Hurricane,HURRICANE ISABEL,5533.320000000002,
18,9,2003,North Carolina,Jones County,Hurricane,HURRICANE ISABEL,5252.52,
21,7,2003,Vermont,Windham County,Severe Storm(s),SEVERE STORMS AND FLOODING,11573.38,
18,9,2003,North Carolina,Halifax County,Hurricane,HURRICANE ISABEL,9422.66,
26,8,2003,Indiana,Monroe County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",11614.98,
18,9,2003,North Carolina,Davidson County,Hurricane,HURRICANE ISABEL,162937.06,
18,9,2003,North Carolina,Perquimans County,Hurricane,HURRICANE ISABEL,3497.78,
26,8,2003,Indiana,Putnam County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",14426.36,
18,9,2003,North Carolina,Edgecombe County,Hurricane,HURRICANE ISABEL,14703.52,
18,9,2003,North Carolina,Sampson County,Hurricane,HURRICANE ISABEL,16492.06,
26,8,2003,Indiana,Madison County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",3460.08,
26,8,2003,Indiana,Hancock County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",7975.76,
18,9,2003,North Carolina,Currituck County,Hurricane,HURRICANE ISABEL,6122.22,
18,9,2003,North Carolina,Carteret County,Hurricane,HURRICANE ISABEL,17281.940000000002,
18,9,2003,North Carolina,Pasquotank County,Hurricane,HURRICANE ISABEL,10571.86,
18,9,2003,North Carolina,New Hanover County,Hurricane,HURRICANE ISABEL,52693.42,
26,8,2003,Indiana,Morgan County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4560.66,
26,8,2003,Indiana,Johnson County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2227.94,
18,9,2003,North Carolina,Durham County,Hurricane,HURRICANE ISABEL,69572.62,
18,9,2003,North Carolina,Cumberland County,Hurricane,HURRICANE ISABEL,2613.52,
18,9,2003,North Carolina,Pitt County,Hurricane,HURRICANE ISABEL,43718.48,
18,9,2003,North Carolina,Pamlico County,Hurricane,HURRICANE ISABEL,3417.44,
18,9,2003,North Carolina,Brunswick County,Hurricane,HURRICANE ISABEL,4532.84,
21,7,2003,New Hampshire,Cheshire County,Severe Storm(s),SEVERE STORMS AND FLOODING,20050.42,
18,9,2003,North Carolina,Martin County,Hurricane,HURRICANE ISABEL,1247.74,
18,9,2003,North Carolina,Hertford County,Hurricane,HURRICANE ISABEL,6413.940000000001,
26,8,2003,Indiana,Owen County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2818.660000000001,
18,9,2003,North Carolina,Swain County,Hurricane,HURRICANE ISABEL,3635.06,
21,7,2003,Vermont,Orange County,Severe Storm(s),SEVERE STORMS AND FLOODING,8705.06,
18,9,2003,North Carolina,Robeson County,Hurricane,HURRICANE ISABEL,34883.68,
18,9,2003,North Carolina,Greene County,Hurricane,HURRICANE ISABEL,4784.78,
21,7,2003,Vermont,Bennington County,Severe Storm(s),SEVERE STORMS AND FLOODING,9652.5,
26,8,2003,Indiana,Boone County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",6403.54,
18,9,2003,North Carolina,Granville County,Hurricane,HURRICANE ISABEL,15578.16,
21,7,2003,New Hampshire,Sullivan County,Severe Storm(s),SEVERE STORMS AND FLOODING,40773.98,
26,8,2003,Indiana,Jay County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",5525.78,
18,9,2003,North Carolina,Hyde County,Hurricane,HURRICANE ISABEL,369.2,
18,9,2003,North Carolina,Craven County,Hurricane,HURRICANE ISABEL,26911.3,
26,8,2003,Indiana,Montgomery County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",24541.92,
18,9,2003,North Carolina,Orange County,Hurricane,HURRICANE ISABEL,8705.06,
18,9,2003,North Carolina,Duplin County,Hurricane,HURRICANE ISABEL,15211.3,
18,9,2003,North Carolina,Person County,Hurricane,HURRICANE ISABEL,10260.64,
18,9,2003,North Carolina,Beaufort County,Hurricane,HURRICANE ISABEL,42180.58,
18,9,2003,North Carolina,Johnston County,Hurricane,HURRICANE ISABEL,2848.82,
26,8,2003,Indiana,Hamilton County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2214.42,
18,9,2003,North Carolina,Camden County,Hurricane,HURRICANE ISABEL,2594.8,
18,9,2003,North Carolina,Nash County,Hurricane,HURRICANE ISABEL,24918.4,
26,8,2003,Indiana,Shelby County,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",6616.480000000001,
18,9,2003,North Carolina,Gates County,Hurricane,HURRICANE ISABEL,3171.220000000001,
18,9,2003,North Carolina,Vance County,Hurricane,HURRICANE ISABEL,11809.72,
18,9,2003,North Carolina,Washington County,Hurricane,HURRICANE ISABEL,34290.62,
18,9,2003,North Carolina,Wayne County,Hurricane,HURRICANE ISABEL,11045.06,
18,9,2003,Virginia,Bedford County,Hurricane,HURRICANE ISABEL,17855.760000000002,
18,9,2003,Virginia,Amelia County,Hurricane,HURRICANE ISABEL,3299.4,
18,9,2003,North Carolina,Wake County,Hurricane,HURRICANE ISABEL,234258.18,
18,9,2003,Virginia,Augusta County,Hurricane,HURRICANE ISABEL,19175.0,
18,9,2003,Virginia,Arlington County,Hurricane,HURRICANE ISABEL,53983.02,
18,9,2003,Virginia,Amherst County,Hurricane,HURRICANE ISABEL,8411.78,
18,9,2003,North Carolina,Wilson County,Hurricane,HURRICANE ISABEL,11158.68,
18,9,2003,Virginia,Albemarle County,Hurricane,HURRICANE ISABEL,25732.2,
18,9,2003,Virginia,Bedford County,Hurricane,HURRICANE ISABEL,17855.760000000002,
18,9,2003,Virginia,Essex County,Hurricane,HURRICANE ISABEL,2899.26,
18,9,2003,Virginia,Albemarle County,Hurricane,HURRICANE ISABEL,25732.2,
18,9,2003,Virginia,Lancaster County,Hurricane,HURRICANE ISABEL,2961.660000000001,
18,9,2003,Virginia,Hanover County,Hurricane,HURRICANE ISABEL,25964.38,
18,9,2003,Virginia,Culpeper County,Hurricane,HURRICANE ISABEL,12139.14,
18,9,2003,Virginia,Isle of Wight County,Hurricane,HURRICANE ISABEL,9170.2,
18,9,2003,Virginia,Fluvanna County,Hurricane,HURRICANE ISABEL,6679.66,
18,9,2003,Virginia,Goochland County,Hurricane,HURRICANE ISABEL,5646.42,
18,9,2003,Virginia,Middlesex County,Hurricane,HURRICANE ISABEL,2849.34,
18,9,2003,Virginia,Accomack County,Hurricane,HURRICANE ISABEL,8622.64,
18,9,2003,Virginia,Campbell County,Hurricane,HURRICANE ISABEL,11994.58,
18,9,2003,Virginia,Greene County,Hurricane,HURRICANE ISABEL,4784.78,
18,9,2003,Virginia,Loudoun County,Hurricane,HURRICANE ISABEL,81200.86,
18,9,2003,Virginia,Nelson County,Hurricane,HURRICANE ISABEL,3905.2,
18,9,2003,Virginia,Prince Edward County,Hurricane,HURRICANE ISABEL,6075.68,
18,9,2003,Virginia,Prince George County,Hurricane,HURRICANE ISABEL,9288.5,
18,9,2003,Virginia,Charlotte County,Hurricane,HURRICANE ISABEL,3272.36,
18,9,2003,Virginia,Madison County,Hurricane,HURRICANE ISABEL,3460.08,
18,9,2003,Virginia,Northumberland County,Hurricane,HURRICANE ISABEL,3205.8,
18,9,2003,North Carolina,Warren County,Hurricane,HURRICANE ISABEL,9769.5,
18,9,2003,Virginia,Cumberland County,Hurricane,HURRICANE ISABEL,2613.52,
18,9,2003,Virginia,James City County,Hurricane,HURRICANE ISABEL,17422.34,
18,9,2003,Virginia,Page County,Hurricane,HURRICANE ISABEL,6250.92,
18,9,2003,Virginia,Fauquier County,Hurricane,HURRICANE ISABEL,16952.78,
18,9,2003,Virginia,Pittsylvania County,Hurricane,HURRICANE ISABEL,16511.56,
18,9,2003,Virginia,King and Queen County,Hurricane,HURRICANE ISABEL,1805.7,
18,9,2003,Virginia,Powhatan County,Hurricane,HURRICANE ISABEL,7291.96,
18,9,2003,Virginia,Northampton County,Hurricane,HURRICANE ISABEL,3221.1400000000012,
18,9,2003,Virginia,Appomattox County,Hurricane,HURRICANE ISABEL,3892.98,
18,9,2003,Virginia,Buckingham County,Hurricane,HURRICANE ISABEL,4457.96,
18,9,2003,Virginia,Gloucester County,Hurricane,HURRICANE ISABEL,9583.08,
18,9,2003,Virginia,Mecklenburg County,Hurricane,HURRICANE ISABEL,8509.02,
18,9,2003,Virginia,Clarke County,Hurricane,HURRICANE ISABEL,3648.84,
18,9,2003,Virginia,Dinwiddie County,Hurricane,HURRICANE ISABEL,7280.26,
18,9,2003,Virginia,Highland County,Hurricane,HURRICANE ISABEL,603.46,
18,9,2003,Virginia,King William County,Hurricane,HURRICANE ISABEL,4143.1,
18,9,2003,Virginia,Orange County,Hurricane,HURRICANE ISABEL,8705.06,
18,9,2003,Virginia,Fairfax County,Hurricane,HURRICANE ISABEL,281248.76,
18,9,2003,Virginia,King George County,Hurricane,HURRICANE ISABEL,6131.84,
18,9,2003,Virginia,Brunswick County,Hurricane,HURRICANE ISABEL,4532.84,
18,9,2003,Virginia,Charles City County,Hurricane,HURRICANE ISABEL,1886.56,
18,9,2003,Virginia,Halifax County,Hurricane,HURRICANE ISABEL,9422.66,
18,9,2003,Virginia,Mathews County,Hurricane,HURRICANE ISABEL,2334.28,
18,9,2003,Virginia,Chesterfield County,Hurricane,HURRICANE ISABEL,82221.36,
18,9,2003,Virginia,Caroline County,Hurricane,HURRICANE ISABEL,7421.7,
18,9,2003,Virginia,Henrico County,Hurricane,HURRICANE ISABEL,79803.1,
18,9,2003,Virginia,Greensville County,Hurricane,HURRICANE ISABEL,3183.180000000001,
18,9,2003,Virginia,Nottoway County,Hurricane,HURRICANE ISABEL,4121.78,
18,9,2003,Virginia,New Kent County,Hurricane,HURRICANE ISABEL,4791.54,
18,9,2003,Virginia,Louisa County,Hurricane,HURRICANE ISABEL,8619.78,
18,9,2003,Virginia,Prince William County,Hurricane,HURRICANE ISABEL,104520.52,
18,9,2003,Virginia,Lunenburg County,Hurricane,HURRICANE ISABEL,3357.6400000000012,
18,9,2003,Virginia,Rappahannock County,Hurricane,HURRICANE ISABEL,1916.98,
18,9,2003,Virginia,Frederick County,Hurricane,HURRICANE ISABEL,20359.3,
18,9,2003,Virginia,Shenandoah County,Hurricane,HURRICANE ISABEL,10918.18,
18,9,2003,Virginia,Surry County,Hurricane,HURRICANE ISABEL,1835.08,
18,9,2003,Virginia,Westmoreland County,Hurricane,HURRICANE ISABEL,4538.04,
18,9,2003,Virginia,Southampton County,Hurricane,HURRICANE ISABEL,4828.2,
18,9,2003,Virginia,Rockingham County,Hurricane,HURRICANE ISABEL,19841.64,
18,9,2003,Virginia,Warren County,Hurricane,HURRICANE ISABEL,9769.5,
18,9,2003,Virginia,Richmond County,Hurricane,HURRICANE ISABEL,2406.04,
18,9,2003,Virginia,Sussex County,Hurricane,HURRICANE ISABEL,3142.62,
18,9,2003,Virginia,Spotsylvania County,Hurricane,HURRICANE ISABEL,31823.22,
18,9,2003,Virginia,Rockbridge County,Hurricane,HURRICANE ISABEL,5799.820000000002,
18,9,2003,Maryland,Frederick County,Hurricane,HURRICANE ISABEL,20359.3,
18,9,2003,Maryland,Talbot County,Hurricane,HURRICANE ISABEL,9823.32,
18,9,2003,West Virginia,Morgan County,Hurricane,HURRICANE ISABEL,4560.66,
18,9,2003,Virginia,Stafford County,Hurricane,HURRICANE ISABEL,33529.86,
18,9,2003,Maryland,Allegany County,Hurricane,HURRICANE ISABEL,12725.96,
18,9,2003,Maryland,Montgomery County,Hurricane,HURRICANE ISABEL,24541.92,
18,9,2003,Delaware,Kent County,Hurricane,HURRICANE ISABEL,210.08,
21,10,2003,California,Los Angeles County,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",2552837.3000000003,
18,9,2003,Maryland,Caroline County,Hurricane,HURRICANE ISABEL,7421.7,
18,9,2003,West Virginia,Grant County,Hurricane,HURRICANE ISABEL,13314.08,
15,10,2003,Washington,Chelan County,Severe Storm(s),SEVERE STORMS AND FLOODING,18837.78,
11,11,2003,West Virginia,Clay County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2440.36,
18,9,2003,Maryland,Anne Arundel County,Hurricane,HURRICANE ISABEL,139790.56,
18,9,2003,Maryland,Washington County,Hurricane,HURRICANE ISABEL,34290.62,
18,9,2003,Delaware,New Castle County,Hurricane,HURRICANE ISABEL,140004.54,
15,10,2003,Washington,Clallam County,Severe Storm(s),SEVERE STORMS AND FLOODING,18565.04,
15,10,2003,Washington,Kitsap County,Severe Storm(s),SEVERE STORMS AND FLOODING,65294.58,
18,9,2003,Maryland,Calvert County,Hurricane,HURRICANE ISABEL,23071.62,
18,9,2003,Maryland,Dorchester County,Hurricane,HURRICANE ISABEL,35504.3,
18,9,2003,West Virginia,Berkeley County,Hurricane,HURRICANE ISABEL,27083.94,
18,9,2003,West Virginia,Mineral County,Hurricane,HURRICANE ISABEL,7335.12,
15,10,2003,Washington,Pierce County,Severe Storm(s),SEVERE STORMS AND FLOODING,10664.94,
15,10,2003,Washington,Whatcom County,Severe Storm(s),SEVERE STORMS AND FLOODING,52296.4,
18,9,2003,Maryland,Cecil County,Hurricane,HURRICANE ISABEL,26288.08,
18,9,2003,Maryland,Harford County,Hurricane,HURRICANE ISABEL,63654.76,
18,9,2003,West Virginia,Hardy County,Hurricane,HURRICANE ISABEL,3646.5,
18,9,2003,West Virginia,Randolph County,Hurricane,HURRICANE ISABEL,7645.3,
15,10,2003,Washington,Snohomish County,Severe Storm(s),SEVERE STORMS AND FLOODING,185467.1,
11,11,2003,West Virginia,Braxton County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",3775.98,
15,10,2003,Washington,San Juan County,Severe Storm(s),SEVERE STORMS AND FLOODING,4099.940000000001,
11,11,2003,West Virginia,Barbour County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",4313.14,
18,9,2003,Maryland,Garrett County,Hurricane,HURRICANE ISABEL,7825.22,
18,9,2003,Maryland,Prince George's County,Hurricane,HURRICANE ISABEL,224489.2,
18,9,2003,West Virginia,Pendleton County,Hurricane,HURRICANE ISABEL,2000.7,
21,10,2003,California,Riverside County,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",569306.66,
11,11,2003,West Virginia,Boone County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",6403.54,
18,9,2003,Virginia,York County,Hurricane,HURRICANE ISABEL,17020.64,
18,9,2003,Maryland,St. Mary's County,Hurricane,HURRICANE ISABEL,27339.26,
21,10,2003,California,Ventura County,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",214062.68,
15,10,2003,Washington,Jefferson County,Severe Storm(s),SEVERE STORMS AND FLOODING,21758.36,
18,9,2003,Maryland,Wicomico County,Hurricane,HURRICANE ISABEL,25670.58,
18,9,2003,Delaware,Sussex County,Hurricane,HURRICANE ISABEL,3142.62,
15,10,2003,Washington,Grays Harbor County,Severe Storm(s),SEVERE STORMS AND FLOODING,18927.22,
15,10,2003,Washington,Mason County,Severe Storm(s),SEVERE STORMS AND FLOODING,7104.2400000000025,
15,10,2003,Washington,King County,Severe Storm(s),SEVERE STORMS AND FLOODING,502124.74,
18,9,2003,Maryland,Carroll County,Hurricane,HURRICANE ISABEL,7810.92,
18,9,2003,West Virginia,Hampshire County,Hurricane,HURRICANE ISABEL,6230.64,
15,10,2003,Washington,Skagit County,Severe Storm(s),SEVERE STORMS AND FLOODING,30394.26,
18,9,2003,Maryland,Kent County,Hurricane,HURRICANE ISABEL,210.08,
15,9,2003,Pennsylvania,Chester County,Severe Storm(s),TROPICAL STORMS HENRI AND ISABEL AND RELATED SEVERE STORMS AND FLOODING,4454.06,
11,11,2003,West Virginia,Calhoun County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",1983.02,
18,9,2003,Maryland,Queen Anne's County,Hurricane,HURRICANE ISABEL,12427.48,
21,10,2003,California,San Bernardino County,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",529154.6,
18,9,2003,Maryland,Charles County,Hurricane,HURRICANE ISABEL,38103.26,
18,9,2003,West Virginia,Jefferson County,Hurricane,HURRICANE ISABEL,21758.36,
18,9,2003,Maryland,Howard County,Hurricane,HURRICANE ISABEL,9103.12,
15,10,2003,Washington,Thurston County,Severe Storm(s),SEVERE STORMS AND FLOODING,65588.64,
18,9,2003,West Virginia,Tucker County,Hurricane,HURRICANE ISABEL,1856.66,
18,9,2003,Maryland,Somerset County,Hurricane,HURRICANE ISABEL,20212.92,
11,11,2003,West Virginia,Cabell County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",25042.94,
21,10,2003,California,San Diego County,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",804781.38,
18,9,2003,Maryland,Baltimore County,Hurricane,HURRICANE ISABEL,209307.54,
15,9,2003,Delaware,New Castle County,Hurricane,TROPICAL STORM HENRI,140004.54,
15,10,2003,Washington,Okanogan County,Severe Storm(s),SEVERE STORMS AND FLOODING,10691.2,
18,9,2003,Maryland,Worcester County,Hurricane,HURRICANE ISABEL,207623.52,
15,10,2003,Washington,Island County,Severe Storm(s),SEVERE STORMS AND FLOODING,20411.56,
11,11,2003,West Virginia,Doddridge County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2132.52,
11,11,2003,West Virginia,Marshall County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",8607.82,
11,11,2003,West Virginia,Kanawha County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",50196.38000000001,
11,11,2003,West Virginia,Harrison County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",17965.74,
11,11,2003,West Virginia,Marion County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",14668.68,
11,11,2003,West Virginia,Monroe County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",11614.98,
11,11,2003,West Virginia,Lewis County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",4256.72,
11,11,2003,West Virginia,McDowell County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",5749.38,
11,11,2003,West Virginia,Gilmer County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2260.1800000000007,
11,11,2003,West Virginia,Lincoln County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",4707.56,
11,11,2003,West Virginia,Mercer County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",16188.64,
11,11,2003,West Virginia,Pendleton County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2000.7,
11,11,2003,West Virginia,Fayette County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",11970.14,
11,11,2003,West Virginia,Greenbrier County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",9224.8,
11,11,2003,West Virginia,Logan County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",9553.18,
11,11,2003,West Virginia,Ritchie County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2716.74,
18,11,2003,Virginia,Buchanan County,Severe Storm(s),SEVERE STORMS AND FLOODING,6265.480000000001,
22,12,2003,California,San Luis Obispo County,Earthquake,EARTHQUAKE,70105.62,
11,11,2003,West Virginia,Webster County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",2380.04,
11,11,2003,West Virginia,Nicholas County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",6820.58,
11,11,2003,West Virginia,Monongalia County,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",25009.14,
